,Unnamed: 0,Title,Summary,Link,Time,Source,Category,Address,State,Zip
44,84,Here Is Trump Loving a Florida Man's 'Joke' About Murdering Immigrants,"Screenshot: The Guardian

President Donald Trump appeared before a raucous crowd of supporters for another one of his MAGA rallies in Panama City Beach, FL, on Wednesday. There, he joined the audience in laughing at an impromptu suggestion from the crowd: what if the U.S. just murdered undocumented immigrants?



“When you have 15,000 people marching up, and you have hundreds and hundreds of people, and you have two or three border security people that are brave and great,” Trump said. “And don’t forget, we don’t let them and we can’t let them use weapons. We can’t. Other countries do. We can’t. I would never do that. But how do you stop these people?”

At that point an as-of-yet unidentified member of the audience shouted “Shoot them!” Trump simply chuckled along with the crowd, noting, “That’s only in the Panhandle you can get away with that statement.” Good lord.",https://splinternews.com/here-is-trump-loving-a-florida-mans-joke-about-murderin-1834635814,2019-05-09T12:28:00Z,Splinter,Florida Man,"8551 NW 30th Terrace, Doral, FL 33122",FL,33122
47,90,Florida Man Ditches Stolen Car For Motorcycle During High Speed Chase That Covered Three Counties,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/se-012we_fl_-high-speed-chase-through-2-counties_cnna-st1-10000000052a0bb6_120_0.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/se-012we_fl_-high-speed-chase-through-2-counties_cnna-st1-10000000052a0bb6_120_0.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/se-012we_fl_-high-speed-chase-through-2-counties_cnna-st1-10000000052a0bb6_120_0.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A Florida man used two separate vehicles while taking police on a high speed chase on Wednesday.",https://miami.cbslocal.com/2019/05/08/florida-man-high-speed-chase-three-counties/,2019-05-08T21:04:58Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
48,91,"Florida Man Sentenced To Federal Prison For Two Bank Robberies, Attempted Carjacking","<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/david-brasher-mug.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/david-brasher-mug.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/david-brasher-mug.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A Florida man convicted of two bank robberies and an attempted carjacking was sentenced to federal prison on Wednesday, May 8.",https://miami.cbslocal.com/2019/05/08/florida-man-federal-prison-two-bank-robberies-attempted-carjacking/,2019-05-08T21:04:36Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
49,92,Florida Man Who Nearly Died In Boating Accident On Father’s Day Thanks All Who Helped Save Him,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/18-pkg-boat-accident-su_wfor0p99.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/18-pkg-boat-accident-su_wfor0p99.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/18-pkg-boat-accident-su_wfor0p99.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />It looked like any typical day at Ryder Trauma Center.",https://miami.cbslocal.com/2019/05/08/florida-man-boating-accident-fathers-day-thanks-saved/,2019-05-08T20:12:26Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
50,93,"Florida man arrested, refused to remove bumper sticker from vehicle","LAKE CITY, Fla. - A Lake City man who was jailed after refusing to remove what authorities called an obscene sticker from his vehicle's window said Tuesday that he is fighting the charges and will defend his constitutional right to free speech.

Dillon Shane Webb, 23, was arrested Sunday and charged with misdemeanor counts of violating Florida's obscenity law and resisting an officer without violence, a Columbia County Sheriff's Office report said.

Webb told The Associated Press in a telephone interview that he plans to file a wrongful arrest lawsuit against the sheriff's office.

""I'm tired of police forces thinking they are above the Constitution, the Bill of Rights,"" Webb said.

A deputy stopped Webb in Lake City because of a vehicle sticker crudely describing a sexual appetite, the sheriff's report said. When told about the reason for the stop, Webb reportedly said, ""They're just words.""

Wedd said the deputy seemed angry from the start of the traffic stop.

""Like the whole time, he was just really rude,"" Webb told the AP. ""It just felt to me like his goal was to get me in jail.""

The deputy said he asked Webb how a parent of a small child would explain the meaning of the words, and Webb said that ""it would be up to the parent.""

Webb told the AP that he didn't imagine the sticker doing any serious damage to children.

""I've had parents drive by me with their kids taking pictures,"" Webb said. ""They point and laugh and giggle, and they go on about their day.""

Webb said he had the sticker on his truck for less than a week before his traffic stop. He said he and several friends had all decided to get similar stickers as a group joke.

""I guess this cop just didn't find it funny, and he just thought he has to put me in jail,"" Webb said.

The deputy initially cited Webb for obscenity with a notice to appear in court, the report said. The deputy told Webb to alter the sticker to change the derogatory part, but Webb refused.

""I said I'm not removing any letters on my sticker because that's in violation of my First Amendment rights as a tax-paying citizen,"" Webb said.

The deputy then charged Webb with resisting and took him to jail. Webb was released an hour later on $2,500 bond.

Webb's vehicle had been towed when he was arrested. He said the sticker was still in place when he retrieved the vehicle.

The American Civil Liberties Union of Florida released a statement Tuesday questioning why the sheriff's office was wasting resources on such a traffic stop.

""Shouldn't police officers spend their time serving and protecting communities and not pulling Floridians over for speech that is already protected by the First Amendment?"" ACLU spokeswoman Casey Bruce-White said in a statement. ""Using the excuse that a child would see and ask questions about this particular bumper sticker is absurd.""

The sheriff's office told the AP that deputy had probable cause of a violation of criminal law and took action. ""If the law is faulty then the legislature can address that or if the law is unconstitutional then the judiciary will address it, Sgt. Murray Smith said, adding that the defendant will have his day in court.

Webb said he wasn't even aware of the state's obscenity law, but after reviewing it since his arrest, he said it needs to be changed. He acknowledged that his sticker could be considered vulgar by some, but the law doesn't really define what that is.

""What's vulgar to me might not be vulgar to somebody else,"" Webb said.

Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",https://www.news4jax.com/news/florida/columbia-county/lake-city/florida-man-arrested-refused-to-remove-bumper-sticker-from-vehicle,2019-05-08T16:47:22Z,WJXT,Florida Man,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
51,95,Florida man arrested after refusing to remove 'obscene' sticker from window,"Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Dillon Webb. (Columbia County Jail)

LAKE CITY, Fla. (AP) — Authorities say a Florida man was jailed after refusing to remove an obscene sticker from his vehicle's window.

A Columbia County Sheriff's Office report says 23-year-old Dillon Shane Webb was arrested Sunday and charged with misdemeanor counts of violating Florida's obscenity law and resisting an officer without violence.

It says a deputy stopped Webb in Lake City because of a sticker crudely describing a sexual appetite. The sticker said ""I eat a--,"" according to the Lake City Reporter.

The deputy initially cited Webb for obscenity with a notice to appear in court.

Officials say the deputy told Webb to alter the sticker to change the derogatory part but Webb refused, citing his First Amendment free speech rights. The deputy then charged Webb with resisting and took him to jail.

Webb was later released on $2,500 bond. Jail records didn't list an attorney.",https://www.wfla.com/news/florida/florida-man-arrested-after-refusing-to-remove-obscene-sticker-from-window/1988430814,2019-05-08T10:58:04Z,WFLA,Florida Man,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
52,98,Florida man arrested over vulgar sticker on truck,"After being given a notice to appear, the driver refused to remove part of the sticker, citing the First Amendment. That's when the deputy arrested him.

A Lake City man with a crude sticker on the back window of his Chevy truck ended up in the Columbia County jail Sunday after he refused to alter the offending words, citing his right to free speech.

A Columbia County sheriff's deputy pulled the pickup over on U.S. 90 around 5:50 p.m. after seeing the sticker — which stated ""I EAT A**"" in white letters, according to an arrest report. The deputy considered the statement a violation of Florida obscenity laws.

The driver and owner of the truck, Dillon Shane Webb, 23, became defensive when the deputy explained why he had been pulled over.

""They're just words,"" he said, according to the deputy's account.

""I then asked Dillon how a parent of a small child would explain the meaning of the words,"" the report says. Webb responded that it would be up to the parent.

The deputy issued a notice to appear on the obscenity violation, a second-degree misdemeanor.

Then, the deputy wrote, ""I allowed him to remove one of the letters from the word 'A**' so the statement would no longer be derogatory."" But, he said, Webb refused to do so, citing the First Amendment.

That's when the deputy arrested him on a charge of resisting an officer without violence, a first-degree misdemeanor, and took him to jail. The truck was towed.

Bail was set at $2,500, and Webb was released at 8:50 that evening.

The court file does not list an attorney representing Webb.",https://www.waltonsun.com/news/20190508/florida-man-arrested-over-vulgar-sticker-on-truck?rssfeed=true,2019-05-08T09:06:30Z,The Walton Sun,Florida Man,"2 Eglin Pkwy NE, Fort Walton Beach, FL 32548, USA",FL,32548
53,99,"Florida Man Found Guilty Of Fatally Shooting Son, Faces Life Sentence","<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/jonathan-brunelle-mugshot.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/jonathan-brunelle-mugshot.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/jonathan-brunelle-mugshot.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A Florida man was found guilty on Saturday for shooting and killing his 20-year-old son during an argument in 2017.",https://miami.cbslocal.com/2019/05/07/florida-man-guilty-fatally-shooting-son-life-sentence/,2019-05-07T14:40:17Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
58,106,Florida man Randy Herman Jr. gets life for slaying he blamed on sleepwalking,"Randy Herman Jr., 26, received a life sentence in the fatal stabbing of 21-year-old Brooke Preston on March 25, 2017.

WEST PALM BEACH — After about five hours of deliberations, a 12-person jury found Randy Herman Jr. guilty of first-degree murder Wednesday in the fatal stabbing of 21-year-old Brooke Preston in 2017, rejecting the defense that he was sleepwalking when he attacked her in suburban West Palm Beach.

After the verdict was read, both Preston's family and Herman's family teared up silently on opposite sides of the courtroom as Circuit Judge John Kastrenakes thanked the jury for its service of more than a week in the case. Before the judge sentenced Herman, 26, to the mandatory term of life in prison, Preston's sister, Jordan, spoke briefly before the court.

As she tried to stifle her tears, she explained nothing has been the same since her sister was killed. The sisters and Herman had know each other since they were teenagers and lived together for more than six months at the home where she was attacked. Jordan Preston was not in the residence at the time of the fatal stabbing.

""The last few years without her have been awful. Our lives are totally different,"" she said.

Outside the courtroom, Preston's father, John, walked surrounded by more than a dozen family members and friends who came down from Pennsylvania for the trial.

""There's no winners in this whole situation. Everybody's losers,"" he said.

Herman and his lawyers had argued he was sleepwalking when he stabbed Preston more than 20 times on the morning of March 25, 2017, and should be found not guilty by reason of insanity. Prosecutors told the jury Herman's actions were deliberate and not the product of an alleged sleepwalking episode.

Investigators said Preston had finished packing up and was ready to move to New York when Herman sent her a text message, asking her to pick up a shirt before she left to give to a friend. When Herman testified last week, he said he thought Preston had come back to the house that morning, he had given her a shirt, then they had hugged goodbye, she left and he went back to sleep.

“The next thing (I know), I’m standing over top of her and I have a knife in my hand, covered in blood,” Herman said. “I was confused. Scared. Didn’t know what to do. Didn’t know what happened.”

Herman then drove to a nearby park, called 911 and told them that even though he didn't remember what had happened, he said he must have been the one that killed Preston because no one else was home.

Over the course of the trial, which began with testimony April 30, the jury heard from Palm Beach County sheriff's detectives; Herman; Jordan Preston; Kyle McGregor, the man who last saw Preston alive; as well as from experts who testified both for against the sleepwalking defense.

In his closing arguments Tuesday, Assistant Public Defender Joseph Walsh said there was no logical answer to what happened. There was no motive, no history of violence and no issues between Herman and Preston.

“There is no other rational explanation for this killing other than this could have been sleepwalking,"" Walsh said.

Dr. Charles Patrick Ewing, a forensic psychologist, testified Monday that he was ""truly puzzled"" by the case until he learned of Herman's history of sleepwalking.

“That really made sense to me, because I really couldn’t make any other sense of the case,” Ewing said.

He said while sleepwalking is uncommon and sleepwalking homicides are even less likely, they do happen and Herman met the criteria: The person attacked was well-loved by the attacker, there appeared to be no motive in the case, Herman said he couldn't remember anything from the attack and he had a history of sleepwalking.

Herman's mother, Kathi Adams, testified that she had witnessed several episodes as Herman was a child, but Jordan Preston said in the years she had known him and lived with him, she never saw him sleepwalk.

On Tuesday, prosecutors had Dr. Wade C. Myers, a forensic psychiatrist, testify and say that there's no way Herman could have slept through the 20-plus stabs he inflicted on Preston because it was too complex of an action.

Instead, he suggested the motive in the killing may be sexually based, drawing from an alleged incident the night before the stabbing where Herman reportedly hid in Brooke Preston's closet naked after a day of drinking heavily. No one saw the alleged incident and it was only known because Preston reportedly told McGregor and asked to spend the night with him.

Preston's sister testified that there was no sexual or romantic interest between herself, her sister or Herman.

Over the years, there have been several high-profile murder cases where those accused have claimed sleepwalking as a defense for their actions and have had their juries rule both for and against them.

In 2015, Joseph Mitchell was found not guilty of strangling his 4-year-old son to death after his attorneys argued he was sleepwalking at the time of the attack in North Carolina. In 1999, an Arizona man was found guilty of first-degree murder in the death of his wife after he claimed he was sleepwalking when he stabbed her and then dragged her to the pool and held her head under water.

During his closing arguments Tuesday, Assistant State Attorney Reid Scott said Herman was not sleepwalking and that he knew what he was doing.

""This is skin, this is bone, this is muscle (he's stabbing,)"" he said. ""You're not going to sleepwalk through that.""",https://www.theledger.com/news/20190509/florida-man-randy-herman-jr-gets-life-for-slaying-he-blamed-on-sleepwalking?rssfeed=true,2019-05-09T10:00:53Z,The Ledger,Florida Man,"300 W Lime St, Lakeland, FL 33815, USA",FL,33815
59,109,"Dog recovering after Florida man drags him behind truck, deputies say","HERNANDO COUNTY, Fla. - A dog that was dragged behind behind a truck is recovering and in good spirits, but the search is still on for the man accused of abusing him.

The Hernando County Sheriff's Office on Wednesday announced that they were seeking the dog's owner, 48-year-old Gregory Tousignant, on an animal cruelty charge.

Deputies said Tousignant tied a piece of rope that was attached to the 1-year-old pit bull's collar to the back bumper of a truck then drove down Northcliffe Boulevard in Spring Hill Friday morning. The dog was eventually able to get loose from his collar.

Jan Harwood of Nature Coast Animal Wellness & Surgical Center in Weeki Wachee told WFTS that she saw the incident happen and immediately rendered aid to the dog, now named Ollie.

""It’s the most horrific thing I honestly have ever seen and I can’t get it out of my head,"" Harwood told the TV station.

The dog is now recovering at the veterinary clinic. Photos posted on the clinic's Facebook page show road-rash type injuries to Ollie's left side, including on his paws and face.

Since then, more recent updates show Ollie cuddling with clinic staff, wagging his tail and wearing the cone of shame to stop him from licking.

Despite being sore, staff said Ollie appears to be in good spirits and loves attention.

""He is tolerating his treatment without hesitation and that tail is wagging like nothing ever happened,"" the clinic posted on its Facebook page. ""What a sweet baby we have here.""

WTSP reports that Ollie will be available for treatment once his wounds heal.

The Hernando County Sheriff's Office is asking anyone with information concerning Tousignant's whereabouts to call 352-754-6830.

Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/dog-recovering-after-florida-man-drags-him-from-back-of-truck-deputies-say,2019-05-08T18:54:27Z,WKMG,Florida Man,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
60,112,Florida man arrested after refusing to remove obscene sticker from vehicle,"MIAMI - A Florida man who was jailed after refusing to remove what authorities called an obscene sticker from his vehicle's window said Tuesday that he is fighting the charges and will defend his constitutional right to free speech.

Dillon Shane Webb, 23, was arrested Sunday and charged with misdemeanor counts of violating Florida's obscenity law and resisting an officer without violence, a Columbia County Sheriff's Office report said.

Webb told The Associated Press in a telephone interview that he plans to file a wrongful arrest lawsuit against the sheriff's office.

""I'm tired of police forces thinking they are above the Constitution, the Bill of Rights,"" Webb said.

A deputy stopped Webb in Lake City because of a vehicle sticker crudely describing a sexual appetite, the sheriff's report said. When told about the reason for the stop, Webb reportedly said, ""They're just words.""

Wedd said the deputy seemed angry from the start of the traffic stop.

""Like the whole time, he was just really rude,"" Webb told the AP. ""It just felt to me like his goal was to get me in jail.""

The deputy said he asked Webb how a parent of a small child would explain the meaning of the words, and Webb said that ""it would be up to the parent.""

Webb told the AP that he didn't imagine the sticker doing any serious damage to children.

""I've had parents drive by me with their kids taking pictures,"" Web said. ""They point and laugh and giggle, and they go on about their day.""

Webb said he had the sticker on his truck for less than a week before his traffic stop. He said he and several friends had all decided to get similar stickers as a group joke.

""I guess this cop just didn't find it funny, and he just thought he has to put me in jail,"" Webb said.

The deputy initially cited Webb for obscenity with a notice to appear in court, the report said. The deputy told Webb to alter the sticker to change the derogatory part, but Webb refused.

""I said I'm not removing any letters on my sticker because that's in violation of my First Amendment rights as a tax-paying citizen,"" Webb said.

The deputy then charged Webb with resisting and took him to jail. Webb was released several hours later on $2,500 bond.

Webb's vehicle had been towed when he was arrested. He said the sticker was still in place when he retrieved the vehicle.

The American Civil Liberties Union of Florida released a statement Tuesday questioning why the sheriff's office was wasting resources on such a traffic stop.

""Shouldn't police officers spend their time serving and protecting communities and not pulling Floridians over for speech that is already protected by the First Amendment?"" ACLU spokeswoman Casey Bruce-White said in a statement. ""Using the excuse that a child would see and ask questions about this particular bumper sticker is absurd.""

The sheriff's office told the AP that deputy had probable cause of a violation of criminal law and took action. ""If the law is faulty then the legislature can address that or if the law is unconstitutional then the judiciary will address it, Sgt. Murray Smith said, adding that the defendant will have his day in court.

Webb said he wasn't even aware of the state's obscenity law, but after reviewing it since his arrest, he said it needs to be changed. He acknowledged that his sticker could be considered vulgar by some, but the law doesn't really define what that is.

""What's vulgar to me might not be vulgar to somebody else,"" Webb said.

Copyright 2019 by WKMG ClickOrlando. The Associated Press contributed to this report. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",https://www.clickorlando.com/news/florida-man-arrested-after-refusing-to-remove-obscene-sticker-from-vehicle,2019-05-08T13:36:20Z,WKMG,Florida Man,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
61,114,"A Florida man beat a woman with a conch shell before going to bed, police said","A Florida Keys man was arrested after police said he beat a woman with a conch shell and then threw her into a canal before going to bed, the Miami Herald reported.



Monroe County deputies responded to a report of a woman bleeding from the head at the home of 38-year-old male about 9 miles north of Key West on Sunday, May 5, around 1 p.m.



When deputies arrived, they found a 44-year-old woman bleeding heavily from a large wound on her head with multiple bruises on her body, according to Adam Linhardt, a spokesman for the sheriff’s office.



The woman told deputies he beat her, threw her to the ground and then tossed her into a canal.



Authorities found blood-stained floors inside his home, bloody paper towels stuffed into the kitchen trash, and a blood trail leading down a hallway to the bedroom where he was found sleeping.



A neighbor who helped the woman out of the water told police he heard a loud splash and saw the woman in a canal.



Deputies found a bottle of 34 Xanax pills while Teal was being booked into a detention center.



He was arrested on felony charges of aggravated battery, possession of a controlled substance without a prescription and smuggling contraband into the jail.



Read more here.



Laura Jazmin Tolliver is a digital reporter for GateHouse Media Group’s Florida team, based in West Palm Beach, Fla. Jaz’s stories, which run across digital, print and video platforms, are syndicated across the 22 Florida newspaper markets.



",https://www.dailycommercial.com/news/20190508/florida-man-beat-woman-with-conch-shell-before-going-to-bed-police-said?rssfeed=true,2019-05-08T11:17:36Z,Daily Commercial,Florida Man,"212 E Main St, Leesburg, FL 34748, USA",FL,34748
62,116,Florida Man Arrested After Refusing To Remove Obscene Sticker From Truck Window,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/dillon-webb-mug-edit.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/dillon-webb-mug-edit.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/dillon-webb-mug-edit.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />Authorities say a Florida man was jailed after refusing to remove an obscene sticker from his truck's window.",https://miami.cbslocal.com/2019/05/07/florida-man-arrested-obscene-sticker-truck-window/,2019-05-07T20:17:23Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
63,117,"‘F*** It, I’m Drunk, Take Me To Jail’: Florida Man Crashes Lawn Mower Into Police Car","<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/gary-anderson-mugshot.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/gary-anderson-mugshot.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/gary-anderson-mugshot.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />Police officers have to worry about people driving under the influence or boating under the influence, but now, they'll have to look out for those lawn mowing under the influence.",https://miami.cbslocal.com/2019/05/07/drunk-florida-man-crashes-lawn-mower-police-car/,2019-05-07T18:19:54Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
64,121,Florida man charged with DUI on his lawn mower,"HAINES CITY, Fla. - A Florida man arrested on DUI charges is nothing new, but when you add a lawn mower to the equation, it becomes a true #FloridaMan story.

Police arrested Gary Wayne Anderson, 68, Saturday after he crashed his lawn mower into a Haines City police vehicle.

An officer was inside a local business when he heard a loud crash from outside. After walking outside, the officer found Anderson sitting atop a lawn mower with a trailer.

Anderson admitted to hitting the vehicle while riding his lawn mower and was given a field sobriety test, which he failed.

While at the police department, Anderson claimed to have been poisoned by police and demanded to be taken to the hospital. At the hospital, Anderson's blood-alcohol content was registered at .241, more than three times the legal limit.

Cocaine was also found in Anderson's blood, but he said the police put the cocaine there.

According to police, Anderson's driver's license has been suspended since 1978 and he has two prior DUI convictions.

Copyright 2019 by WPLG Local10.com - All rights reserved.",https://www.local10.com/news/florida/florida-man-charged-with-dui-on-his-lawn-mower,2019-05-06T17:33:23Z,WPLG,Florida Man,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA",FL,33023
65,123,Florida man accidentally shoots himself in Publix checkout,"A Florida man accidentally shot himself while grocery shopping at a Publix in Pasco County over the weekend, authorities said.

The incident happened sometime Sunday afternoon at the Publix near Collier Parkway and State Road 54 in Land O’ Lakes, according to the Pasco County Sheriff’s Office.

In a tweet, the Sheriff's Office said the unnamed man “appears to have accidentally discharged his weapon inside the store, striking himself in a lower extremity.”

The man was taken to a hospital, but his injuries are not believed to be life-threatening, according to Tampa’s WFTS-TV. His condition was unclear Monday morning.

Citing witnesses, the television station reported that the man was apparently waiting in the checkout line when a handgun inside his pocket suddenly went off.

*** PUBLIC AWARENESS ALERT ***



Deputies are on scene of an accidental shooting at the Publix located on Collier Pkwy.



A white male victim appears to have accidentally discharged his weapon inside the store, striking himself in a lower extremity.



There is no active threat. — Pasco Sheriff (@PascoSheriff) May 5, 2019

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/news/florida/florida-man-accidentally-shoots-himself-in-publix-checkout,2019-05-06T14:26:25Z,WJXT,Florida Man,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
66,124,Florida man accidentally shoots self in Publix,"LAND O'LAKES, Fla. - A Florida man shopping at a supermarket accidentally shot himself when his gun discharged.

The Pasco County Sheriff's Office says the unidentified man was shopping at a Publix supermarket in Land O'Lakes, Florida on Sunday when his gun fired.

The sheriff's office says a bullet hit the man in a leg.

The sheriff's office says there was no active threat to anybody.

No further information was released.

Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",https://www.local10.com/news/florida/florida-man-accidentally-shoots-self-in-publix,2019-05-05T20:42:58Z,WPLG,Florida Man,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA",FL,33023
70,136,"NYPD, US Marshals Assist Miami Beach Police In Arresting Florida Man Wanted For Murder","<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/05/nicholas-gibson-edit.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/05/nicholas-gibson-edit.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/05/nicholas-gibson-edit.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />Miami Beach police have made an arrest in the murder of a 77-year-old man.",https://miami.cbslocal.com/2019/05/06/nypd-us-marshals-arrest-miami-beach-murder-suspect/,2019-05-06T20:46:14Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
71,138,"Florida man had over 25K sexually explicit images and videos of children, deputies say","- A Florida man was arrested and charged with 57 counts of possessing child pornography on Monday.

The Volusia County Sheriff's Office reported that 48-year-old Wade Leon McKeehan was arrested on a warrant after he turned himself in at the DeLand Police Department at 2 a.m. He is charged with possessing photos and video images portraying sexual performance by a child.

They said that detectives found 25,529 electronic images and videos in McKeehan's possession. The images portrayed children of both genders between ages 1 and 13 in sexually explicit situations.

The Volusia County Sheriff’s Office’s Child Exploitation Unit reportedly began investigating McKeehan in December 2018. A search warrant on his home was finally executed on March 20th. Electronic devices were seized for forensic examination and detectives interviewed him.

An arrest warrant for McKeehan was issued Friday, the Sheriff's Office said. He was taken into custody and transported to the Volusia County Branch Jail. He remains there on no bail allowed until his first appearance before a judge.

More charges are possible, the Sheriff's Office said. Detectives are still searching for any additional potential victims of sexual exploitation. Anyone who may have been a victim of this suspect or any similar case is urged to call the Child Exploitation Unit at (386) 323-3574.

This story was written in Orlando, Florida.",http://www.fox35orlando.com/news/local-news/florida-man-had-over-25k-sexually-explicit-images-and-videos-of-children-deputies-say,2019-05-06T18:38:33Z,FOX 35 ORLANDO,Florida Man,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
72,139,Florida man says demons took over his body when he beat up pregnant girlfriend,,http://cbs12.com/news/local/florida-man-says-demons-took-over-his-body-when-he-beat-up-pregnant-girlfriend,2019-05-06T18:19:08Z,WPEC,Florida Man,"1100 Fairfield Dr, West Palm Beach, FL 33407, USA",FL,33407
73,142,"Florida man with 0.241 BAC crashes mower into cop car, police say","HAINES CITY, Fla. - A Haines City man with a blood alcohol level of 0.241 was arrested on DUI charges after he crashed a riding lawn mower into a police cruiser, authorities said.

Gary Wayne Anderson, 68, was arrested on charges of driving under the influence after crashing his lawn mower into a Haines City Police Department vehicle around 7 p.m. Saturday

According to Haines City police, the cruiser was parked at Rodriguez Fashion at 1100 U.S. 17-92 while the officer was tending to another matter. The officer heard a loud noise and saw Anderson on a riding mower pulling an attached trailer, police said.

There was minor damage to the rear plastic portion of the police vehicle's bumper, officials said.

Anderson told police that he hit the vehicle, but didn't cause any damage and that he was drunk, according to authorities.

Anderson was unable to complete field sobriety tests and claimed that he had been poisoned by police and asked to be taken to a hospital, officials said. Anderson was taken to Heart of Florida Regional Medical Center, police said.

Anderson's blood alcohol content was more than three times the legal limit of 0.08, said police, who added that there was also cocaine in his system.

""I'm proud of the professional demeanor our officers showed when dealing with this heavily intoxicated, belligerent offender,"" Police Chief Jim Elensky said. ""It's never a good idea to get behind the wheel drunk, even if that wheel is to a Craftsman, Massey Ferguson or John Deere.""

Police said Anderson's driver's license has been suspended since March 1978.

Officials said Anderson has two prior DUI convictions, with the most recent occurring in 1987 in Osceola County.

Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/traffic/florida-man-with-0241-bac-crashes-mower-into-cop-car-police-say,2019-05-06T15:07:34Z,WKMG,Florida Man,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
