,Title,Summary,Link,Time,Source,Category,Address,State,Zip
430,"Fremont police release edited videos, summaries of six police shootings on new 'transparency portal'","- Fremont police on Wednesday released videos on a new ""Transparency Portal"" of six police shootings over the last four years, including three fatal shootings and two incidents where the suspect eventually took their own life.

The videos cover most of the shootings by Fremont police officers since 2015 but omit both incidents when officers shot and killed unarmed people.

The department did not release video of the shooting of 16-year-old Elena Mondragon, a passenger in a fleeing vehicle who was killed by plainclothes detectives in Hayward on March 14, 2017. Nor did the

department release video of the fatal shooting of 45-year-old Nana Adomako, a homeless man who was killed in a struggle with Officer James Taylor on Feb. 5, 2017.

Geneva Bosques, a department spokeswoman, said the department withheld details about those investigations because in Adomako's case the department is still being sued. In the Mondragon case, there is a criminal case pending against the car's driver, Rico Tiger, who is charged with Mondragon's murder under the state's provocative act doctrine. The department is expecting to be sued in that case as well.

Bosques referred further questions to City Attorney Harvey Levine, who did not immediately respond to an email seeking comment.

Most of the video released was cobbled together from video taken by the officers' dashboard cameras, surveillance video and bystander video and edited together in a narrative format.

No officer involved in the shootings activated a body-worn camera prior to using deadly force. While the Fremont Police Department started a pilot program for body-worn cameras in 2014, it did not deploy cameras to all officers until late last year.

Two officers activated their cameras after a shooting in April 2018; the shooting was recorded because the cameras continuously record and save the previous 30 seconds of footage prior to activation, but without audio.

""In almost all of these cases where we have released video, we had no body-cams issued to the officers,"" Bosques said. ""Since rolling out the cameras in November, checks are conducted regularly and there are even reminders posted on the exit doors.""

The department also released summary reports for each of the videos released Wednesday indicating that each shooting was found to be in department policy. The letters fall short of disclosure requirements under California's new police transparency law, SB 1421, but Bosques indicated that

administrative review documents were available by request.

Of the six videos released on Wednesday, in two cases the suspect was armed with a knife and apparently suffering from a mental health crisis. In the only non-fatal shooting, the suspect was swinging a pipe around, but the shooting itself was not on video.

In three cases. the suspect either fired on or pointed a gun at officers. In one case an officer was shot in the head.

The first shooting was from Jan. 16, 2015. Police were called to Sylvester P. Harvey Community Park, where a 911 caller said a man was brandishing a knife and had attacked a vendor. Dash cam video shows the officers pull up on the man, identified as Zaki Shinwary, a 48-year-old homeless man, who approached the officers while yelling and holding something in his pocket. After he walked out of the camera view, the officers shot him.

A second shooting of a man with a knife happened later that year, on July 20, 2015. A woman called police and said her roommate had threatened her with a knife, threatened his wife, and threatened to kill himself. When police arrived, the man, identified as 54-year-old Troy Francis, came

outside, started walking toward the officers while pointing the knife at them, and they shot him within seconds. Francis died about a month later.

An incident on June 1, 2016, led to a sprawling manhunt for 44-year-old Gerald Villabrille, whom police said was a documented gang member who shot a police officer in the head. The officer, who was not identified, had tried to pull over Villabrille after receiving a ""be on the lookout"" alert for white rental

trucks that had not been returned. Villabrille drove away from the officer, running a red light, and pulled into an Auto Zone parking lot. The officer crashed his car into the truck to keep Villabrille from escaping.

Video indicates that the officer fired first, shattering the truck's driver's side window. Police said after the officer recovered from his head injury, he could not remember the incident at all.

Bystander video shows the officer holding Villabrille at gunpoint while he dances around near the back of the disabled truck, yelling, ""you shot me, why'd you shoot me?""

Villabrille then got back into the truck, shot the officer three times and ran away. As police swarmed the area in pursuit, Villabrille exchanged gunfire with two detectives, hitting one in the chest.

Twenty four local, state and federal law enforcement agencies responded to assist with the manhunt for Villabrille. They eventually tracked him to a house on Roberts Avenue. After a long standoff, the house caught fire. When officers finally got the fire out and went inside, Villabrille was found dead, his body charred. An autopsy determined he had shot himself.

The first moments of an incident that led to a shooting on April 9, 2017, was recorded on a body worn camera from an East Bay Regional Park District officer who was looking for a suspect in an armed robbery in Newark. A customer at a 7-Eleven flagged the officer down and said a man parked

nearby had pulled a gun on him.

The parks officer pulled behind the suspect's car. One of the occupants, later identified as 24-year-old Roger Perez, ran out and around the corner of the store.

Fremont police officers found him in a Walgreens parking lot, where he had climbed on top of a box truck. Officer Brendon Johnson exchanged gunfire with him. A short time later, officers heard another gunshot. Police later said that he had killed himself. The shooting was recorded on the

officers' dash camera.

The only non-fatal incident included in the batch was the shooting of 27-year-old Rolonte Simril on May 29, 2017. Surveillance and dash camera video show Simril waving a pipe wildly in a shopping plaza parking lot on Mowry Avenue. In the video, Officer William Gourley followed Simril off-camera, where he shot him three times. Simril survived and the district attorney's office charged him with resisting arrest and brandishing a weapon, according to police.

The most recent video the department released Wednesday was from April 5, 2018, when seven officers fired on 18-year-old Nathaniel Prasad during a wild pursuit around a gas station.

Police were searching for Prasad, who had two warrants for firearms possession and evading arrest. Officers recognized him in a Dodge Charger and tried to pull over the driver, but Prasad jumped out of the passenger door and ran.

Prasad pulled out a gun and fired on Officer Craig Perry, police said, and Perry returned fire but missed. Prasad circled the gas station and was confronted by several Fremont police officers on the other side. Six more officers fired on him, including after he'd fallen to the ground.

Of the six, only Officer Ralph Meredith and Officer Jamil Roberts activated body-worn cameras, and only after they had shot Prasad.

With the release of the video, Fremont police have now made video disclosures for most of the shootings involving Fremont officers over the last four years. But as the city has decided not to release video for shootings where there are ongoing civil and criminal actions, the most controversial shootings aren't subject to disclosure.",http://www.ktvu.com/news/fremont-police-release-edited-videos-summaries-of-six-police-shootings-on-new-transparency-portal-,2019-05-09T13:54:33Z,KTVU,Couple,"2 Jack London Square, Oakland, CA 94607, USA",CA,94607
432,"Family member allegedly kills Madera girl's dog, but a new puppy brings them happiness","Related headlines: Man allegedly kills puppy for being too friendly

MADERA, California - The family who lost its six-month-old dog to a violent death by a relative visiting their home may not ever get its dog back, but were gifted a new furry family member to ease the pain.

Ambrocio Hernandez, 27, is in custody after allegedly killing his family's dog on Monday because she was ""too friendly,"" according to Sgt. Mark Trukki of the Madera Police Department.

The Shepherd-Lab mix named Linda belonged to a 9-year-old family member.

Those home during the attack say Hernandez was acting erratically, and police believe he was on meth.

Two days after the death of Linda, Madera PD shared that the family was gifted a new furry family member by the Madera County Animal Shelter.

""While the new puppy can never replace the dog which they lost, we hope this new addition brings them happiness for years to come,"" read a post from the department Wednesday.

Hernandez is facing charges for animal cruelty and drug possession.

---

For local and breaking news, and to get weather alerts, download our FREE mobile app from the Apple App Store or the Google Play Store.",http://www.yourcentralvalley.com/news/local-news/family-member-allegedly-kills-madera-girl-s-dog-but-a-new-puppy-brings-them-happiness/1991326483,2019-05-09T05:16:56Z,YOURCENTRALVALLEY,Couple,"5035 E McKinley Ave, Fresno, CA 93727, USA",CA,93727
434,A black man claims ownership of a Neo-Nazi group,"- He's a black civil rights leader and the leader of a Neo Nazi group. Seems improbable? Even impossible? Meet the Moreno Valley man who says, he outsmarted the national socialist movement. A story you'll see only on FOX 11.

Charlottesville, 2017.

The National Socialist Movement was there along with other white nationalist and Neo-Nazi groups.

Video from the NSM’s website shows members clad in helmets and carrying confederate flags and swastikas.

The NSM claims to be the largest and most active white supremacy group in the U.S. established in Michigan in 1994.

Continue reading below

For more than 20 years, the group's leader was Jeff Schoep, right there in the thick of the action.

Also on the NSM website, Jeff Schoep saying, “History has proven to us time and again, it's through the streets, through activism, through fighting in the public. These are the things that will bring us to power.“

Now meet James Hart Stern.

He sure doesn't look or sound like a man that could head up a Neo-Nazi group. He says, “I believe there's only one race.. That's the human race.”

But he has the documents to prove he is the president and director of the National Socialist Movement.

A black man heading up a Neo-Nazi party? How did this happen?

Stern says he outsmarted Schoep.

Schoep says he was mislead.

Stern became acquainted with Schoep when he says, Schoep called him in 2014. Stern says, “We knew from the beginning we were ying and yang.”

Stern had spent some prison time with edgar ray killen, the reputed kkk member and former grand wizard.

Stern claims, Schoep wanted to buy something stern owns...Killen's prison I.D. Card

“He said, the card means power to me,”stern recalls him saying.

Both say, the two formed an on again off again relationship that included enough dialogue, Schoep changed the group's logo from a swastika to the less objectionable othala rune.

""He did that because he wanted to turn the organization into a mini NAACP. He wanted to have an organization for white people rights.”

Now back to Charlottesville, when 32-year-old Heather Heyer was mowed down by a Neo-Nazi sympathizer.

Not long after ten njured survivors sued key people from that united the right rally, including Jeff Schoep and his group, NSM.

He told Stern, “They're trying to take my house, my income, everything I have.”

Stern’s response to him, “okay, I told him, I can understand you no wanting that to happen, but at the end of the day, it's true.”

Stern told Schoep he had an idea. “I said, tell you what sign it over to me. I'll put it on the shelf and let nobody use it.”

Late January, Schoep signed a notarized affidavit naming James Hart Stern President of the National Socialist Movement.

And then in February, he signed another one, which reads in part, I have turned both the National Socialst Movement and the domain website nsm88.org to him.

Jeff Schoep refused my request for a formal interview multiple times. I did talk to him briefly on the phone. He told me he believes signing over the group to Stern would relieve hiim of legal liability in the Charlottsville lawsuit. He then pointed out his name is misspelled twice on the February affidavit.

On the NSM website, Schoep wrote stern ""Fraudulently manipulated me.”

That's a different story than what happened in a court proceeding in Charlottesville, March first.

The judge recognized Stern as NSM's president with no recorded objection from Schoep.

Schoep represented himself in that proceeding. Now, through his new attorney, Schoep says, the transfers to Stern were invalid and is preparing to mount a legal challenge to Stern’s asserted rights of NSM.

Schoep's attorney has sent a cease and desist letter to stern and shared it with us.

A letter stern insists he hasn't received.

Chances are, Schoep would say the same about this. The Riverside Superior Court granted Stern a restraining order against Schoep.

And the Michigan attorney general has launched a hate crimes investigation after Schoep changed the officers for the NSM and removed Stern from the group.



",http://www.foxla.com/features/a-black-man-claims-ownership-of-a-neo-nazi-group,2019-05-08T22:53:36Z,FOX LA,Couple,"1999 S Bundy Dr, Los Angeles, CA 90025, USA",CA,90025
437,DNA evidence help's ID man accused of violently sexually assaulting minor on Santa Ana park bench,"- DNA evidence has allowed authorities to identify the suspect allegedly behind a violent sexual assault of a 14-year-old girl at a park in Santa Ana, officials said on Wednesday.

Authorities said that DNA evidence led them to identify the suspect as Cornelio Chairez-Velasquez, 37. Investigators said the assault happened after midnight on November 24, 2018.

At the time of the attack, investigators said that the 14-year-old female victim sat on a bench at Cabrillo Park when the suspect sat next to her. The suspect made small talk, which made the victim uncomfortable. As the victim attempted to walk away, the suspect brandished a knife and ordered her back to the bench. Police said that the suspect used physical force and verbal threats to keep the victim on the bench and proceeded to sexually assault her. The victim sustained multiple visible injuries from the assault, according to Santa Ana Police.

Chairez-Velasquez has been in custody since he attacked a woman at a Santa Ana motel in January of 2019. In this case, Chairez-Velasquez attempted to sexually assault a woman before strangling her. Santa Ana Police were called to the scene and arrested Chairez-Velasquez. He was booked for attempt-murder and multiple sexual assault charges.

He was still in custody at the Orange County Jail when he was identified as the suspect in the Cabrillo Park case. Rape and child molest charges were added to his charges and he is currently being held without bail.

Continue reading below

Santa Ana Police Department Detectives believe there could be additional victims and ask anyone with information to contact Detective Corporal Maria Lopez at 714-245-8542, mlopez15@santa-ana.org or Orange County Crime Stoppers at 1-855-TIP-OCCS.",http://www.foxla.com/news/local-news/dna-evidence-help-s-id-man-accused-of-violently-sexually-assaulted-teen-on-santa-ana-park-bench,2019-05-08T18:06:34Z,FOX LA,Couple,"1999 S Bundy Dr, Los Angeles, CA 90025, USA",CA,90025
438,Trial date set in deadly North Salinas gang shooting in 2008,"CLOSE Officers from eight different agencies came together to form Operation Triple Beam, which targeted gangs and guns U.S. Marshals Office of Public Affairs, PROVIDED / U.S. Marshals Office of Public Affairs

A trial date has been set for a man arrested on suspicion of a deadly gang shooting at a Salinas apartment complex more than ten years ago.

Juan Antonio Cervantes, 31, is set to stand trial in December on accusations he opened fire on three people, hitting two of them, in the 2100 block of Perez Street on Sept. 2, 2008, Judge Andrew Liu ruled Friday.

One of the victims, Adrian Carranza, 24, died days later at a Santa Clara County hospital. Police have testified that while the shooting was gang-motivated, Carranza was not a gang member.

The other victim, who is only identified as ""John Doe,"" survived being shot in his arm, ankle and abdomen, police have said.

Juan Antonio Cervantes (Photo: Provided/MCSO)

Police arrested Cervantes July 30, 2017, after officers spotted him at a restaurant/bar in Oldtown, officers have said.

At his preliminary hearing last year, Salinas police testified that Cervantes was a Sureño gang member who opened fire on Carranza, a victim identified only as John Doe and another person.

Cervantes allegedly shot at the trio about an hour-and-a-half after the fatal shooting of a Sureño who was a close relative of Cervantes.

Salinas police Det. Derek Gibson told the court he determined John Doe was an ""active participant in the Norteño criminal street gang"" but Carranza was not affiliated with the gang.

Witnesses proved vital in eventually determining Cervantes was the suspect, retired Det. Kyle Kimm said in court.

MORE: Shootings, homicides drop as Salinas police target gangs, guns in special operation

But Cervantes' defense attorney, Charles Shivers, on Monday questioned several aspects of the prosecution's case, including its age and a key witness' conflicting statements about the number of shooters and whether she knew who the shooter was.

Salinas police have not said why Cervantes wasn't arrested on suspicion of Carranza's homicide until nine years later.

The case's prosecutor, Monterey County Deputy District Attorney Brian Jones, is out of the office this week and unavailable for comment.

Kimm had trouble recalling the details to answer Shivers' questions, though that witness feared retaliation, Kimm said.

Crime: Gang leader directed young couple to kill in June 2018 slayings, police say

Judge Andrew Liu, however, ruled he didn't see any evidence of ""deliberate evasion"" in the responses to questions about those inconsistencies.

""The court would have to find that they were intentionally feigning if they constantly do not remember,"" Liu said. ""I don't believe that was the case here.""

Shivers also asked Det. Gibson as to why witnesses told police the shooter was wearing a red-and-gray San Francisco 49ers hooded sweatshirt if he was a Sureño, who are associated with the color blue.

Gibson said he determined Cervantes' gang affiliation through evidence including his prior contacts with law enforcement — he had been arrested in the intervening years. Gibson also said Cervantes has several gang tattoos, including one that says ""Most Hated,"" the slogan of the Sureño Hebbron Street gang.

In addition, the red shirt may have been a disguise when he went to the North Salinas neighborhood, which was Norteño territory.

""I know multiple subsets (of Sureños), to include Hebbron, will in fact dress in Norteño apparel in order to get closer to rival gang members in order to commit violent crimes,"" Gibson said.

Cervantes is facing one count of first-degree murder, two counts of attempted murder, two counts of assault with a firearm and additional enhancements for gang and gun violations.

Before his trial is slated to begin Dec. 2, he is scheduled to next appear in court June 19 for a pretrial conference.

MORE: After battle with cancer, Salinas woman leaves legacy of activism against gang violence

Joe Szydlowski is a multimedia journalist for the Salinas Californian who covers local government, crime and cannabis. Follow him on Twitter at twitter.com/JoeSzyd_Salinas. He can be reached at 235-2360. Help support The Californian's work to keep you up to date on key news: https://bit.ly/2N7qWMo

Read or Share this story: https://www.thecalifornian.com/story/news/2019/05/08/salinas-gang-shooting-2008-trial-date-set/3656842002/",http://rssfeeds.thecalifornian.com/~/601741682/0/salinas/news~Trial-date-set-in-deadly-North-Salinas-gang-shooting-in/,2019-05-08T12:35:12Z,The Salinas Californian,Couple,"1093 S Main St #101, Salinas, CA 93901, USA",CA,93901
439,Police investigating a body in a canal,"Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.

Fresno, California - Fresno police investigating a body in a canal near Yosemite Ave and Belmont Ave in the Tower District.

Police said a man walking in the area around 1 p.m. noticed a man floating in the water. Police are on scene investigating.

We'll be updating this as soon as more information is made available.

If you have any additional information regarding this case please call the Fresno Police Department at 621-7000.



---

For local and breaking news, and to get weather alerts, download our FREE mobile app from the Apple App Store or the Google Play Store.",http://www.yourcentralvalley.com/news/fresno-police-investigate-dead-body-floating-in-canal/1987015577,2019-05-07T22:00:00Z,YOURCENTRALVALLEY,Couple,"5035 E McKinley Ave, Fresno, CA 93727, USA",CA,93727
440,"Man kills family dog because it wanted to play too much, Madera Police say","MADERA, California - A Madera man was arrested Monday for beating a family dog to death with a hammer because it wanted to play too much, the Madera Police Department said.

Around 8:45 p.m., officers were dispatched to the 800 block of south D Street regarding a large pool of blood located in a family’s driveway.

When the officers arrived and contacted the residents of the property, they were informed a cousin to the family was standing near their fence line when they arrived home.

The cousin was not allowed at the property due to his extensive drug use and aggressive demeanor, police said.

After the man was told to leave the property -- which he did -- law enforcement was contacted regarding the blood found at the scene.

Officers investigated the scene and followed the blood trail to a garbage can.

Inside the garbage can they found the family dog dead.

The dog had extensive blunt force trauma. It was believed the cousin may have killed the animal, and an investigation was started to attempt to locate him.

He was identified as Ambrocio Hernandez, 27.

Officers were able to locate Hernandez and his vehicle a short time later.

Hernandez had a large amount of blood on him, mostly focused around his hands and shoes. He was also in possession of a hammer which is believed to have been the weapon used, police said.

During an interview, police say Hernandez admitted to killing the family dog, saying that it wanted to play with him too much and was bugging him.

Hernandez was found to be in possession of methamphetamine and drug paraphernalia.

The Police Department has had previous contacts with Hernandez, and on some occasions, he has been combative, police said.

---

For local and breaking news, and to get weather alerts, download our FREE mobile app from the Apple App Store or the Google Play Store.",http://www.yourcentralvalley.com/crime/man-kills-family-dog-because-it-wanted-to-play-too-much-madera-police-say/1986584992,2019-05-07T19:09:46Z,YOURCENTRALVALLEY,Couple,"5035 E McKinley Ave, Fresno, CA 93727, USA",CA,93727
441,Man fatally shot by Stockton police officer identified,"STOCKTON — Saoun Pol, 35, of Stockton was identified by police Tuesday as the man armed with a baseball bat who was shot by an officer Saturday in north Stockton. He was pronounced dead upon arrival at San Joaquin General Hospital, but police were waiting until family members could be notified before releasing that information.

According to earlier reports, officers responded about 11:30 a.m. Saturday to the West Lane area north of East Hammer Lane where a man, now identified as Pol, was armed with a bat and “acting erratically.”

Responding officers caught up with Pol on Castle Oaks Drive and Marlboro Court, where they ordered him to drop the bat. Instead, police allege Pol advanced on the officers while swinging the bat.

At that point, Officer Jorge Andrade fired his gun and struck Pol, according to police. Medics responded and transported Pol to the hospital, where it is now known he was pronounced dead that day.

Andrade, hired in July 2013, and Officer Bradley Miller, hired in December and also involved in the incident, were placed on standard three-day administrative leave. The Police Department also launched a countywide protocol investigation into the shooting with the San Joaquin County District Attorney’s Office and the California Department of Justice.

Contact reporter Joe Goldeen at (209) 546-8278 or jgoldeen@recordnet.com. Follow him on Twitter @JoeGoldeen.",https://www.recordnet.com/news/20190507/man-fatally-shot-by-stockton-police-officer-identified?rssfeed=true,2019-05-07T15:45:49Z,recordnet.com,Couple,"530 E Market St, Stockton, CA 95202, USA",CA,95202
445,New 'Spider-Man: Far From Home' trailer offers clues about life after 'Endgame',Wondering how the Marvel Cinematic Universe moves on after 'Endgame'?   The new 'Spider-man: Far From Home' trailer provides some clues.,https://abc7.com/entertainment/spoiler-alert-new-spider-man-far-from-home-trailer-is-out/5287281/,2019-05-06T15:34:36Z,ABC7 Los Angeles,Couple,"500 Circle 7 Dr, Glendale, CA 91201, USA",CA,91201
448,California Senate approves ban on hairstyle discrimination,"California Senate approves ban on hairstyle discrimination Share Shares Copy Link Copy

Hide Transcript Show Transcript

INSIDE MIXED INSTITUTE OF CAUSE MYTHOLOGY, THIS IS THE CLASSROOM FOR ASPIRING BARBERS AND HAIRSTYLISTS. >> I HAVE BEEN DOING HERE MY ENTIRE LIFE. MAX: SHE IS AMONG THOSE LEARNING THE TRADE. A COSMETOLOGIST DRYING HER SUPPORT BEHIND THE BILL. IT IS VERY IMPORTANT, ESPECIALLY FOR BLACK WOMEN AND BLACK MAN. FOR US TO EMBRACE OUR HAIR IS IMPORTANT. MAX: STATE LAW PROVIDES EQUAL RIGHTS AND OPPORTUNITIES FOR ALL PEOPLE BASED ON SPECIFIED CHARACTERISTICS INCLUDING RACE. WHAT THIS BILL INCLUDES TRAIT HISTORICALLY ASSOCIATED WITH RACE, LIKE HAIR TEXTURE. WE HAVE HEARD TOO MANY STORIES OF YOU AND PEOPLE BEING SENT HOME FROM SCHOOL BECAUSE THEIR HAIR WAS DEEMED A DISTRACTION TO OTHERS. OR EMPLOYEES WHO WERE NOT HIRED, WHO WERE ASKED TO CHANGE THEIR HAIR TO MAINTAIN THEIR EMPLOYMENT, OR DID NOT RECEIVE PROMOTIONS. MAX: HOLLY MITCHELL, WHO WEARS HER OWN HAIR NATURALLY AUTHORED THIS BILL. >> WE SET THE TIME HAS COME TO JUDGE ME BASED ON MY CAPACITY TO DO THE WORK, NOT HOW I CHOOSE TO WEAR MY HAIR. MA THE BILLS UNANIMOUS SUPPORT IN THE SENATE -- HE HAS FELT THE PRESSURE TO CHANGE HIS APPEARANCE WHILE HUNTING FOR A JOB. >> I WOULD HAVE TO CUT IT OR CLEAN IT UP. THAT IS WHY FOR THE LONGEST TIME I HAD SHORT HAIR. MA FOR MANY, THERE IS PURPOSE IN THE STYLE TO PROTECT HAIR AS IT GROWS. >> I AM GOING THROUGH THE PROCESS, THAT IS WHY MY HAIR IS IN BRAIDS. I CUT IT, PUT IT UP, TAKE IT OUT, CUTTING IT AGAIN, TO GO THROUGH THE GROWING PROCESS. MAX: SEN",https://www.kcra.com/article/california-senate-approves-ban-on-hairstyle-discrimination/27246774,2019-04-24T03:16:00Z,KCRA-TV,Couple,"3 Television Cir, Sacramento, CA 95814, USA",CA,95814
