,Unnamed: 0,Title,Summary,Link,Time,Source,Category,Address,State,Zip
98,170,Central Florida woman spends spare time doing laundry for the homeless,"Central Florida woman spends spare time doing laundry for the homeless Share Shares Copy Link Copy

Hide Transcript Show Transcript

OUR WESH 2 COMMUNITY CHAMPION OF THE WEEK. >> IT’S JUST SOMETHING I NEVER THOUGHT I WOULD ENJOY DOING BUT I DID. JIM: LAUNDRY. LET’S FACE IT. IT’S CALLED A CHORE FOR A REASON. >> THE WORST THING THAT I SEE COME IN ARE FITTED SHEETS. I HATE FOLDING FITTED SHEETS. JIM: THREE DAYS A WEEK EVERY WEEK -- >> I PRETTY PARTICULAR ABOUT HOW AM THE TOWELS ARE FOLDED . JIM: DONNA KRAFT SPENDS THREE OR FOUR HOURS WASHING, DRYING, AND FOLDING, TOWELS,’S SHIRTS, PANTS AND EVERY OTHER THING THAT ENDS , UP IN THE LAUNDRY. >> WE DO 10 LOADS OF CLIENT LAUNDRY A DAY AND THEN 3-4 LOADS -- THREE TO FOUR LOADS OF TOWELS. THE ONLY COMPLAINT THAT I’VE HAD ABOUT THE WAY THAT I DO THEIR CLOTHES IS THAT THEY TRY TO PANHANDLE AND PEOPLE ACCUSE THEM OF NOT BEING HOMELESS BECAUSE OF THE WAY THAT THEY’RE DRESSED. I TAKE THAT AS A COMPLIMENT. JIM: THOMAS CLIENTS ARE HOMELESS. MEN AND WOMEN WHO RECEIVE SERVICES AT THE SAMARITAN RESOURCE CENTER IN EAST ORANGE COUNTY. IT’S A SPOT FOR A MEAL, A SHOWER, MEDICAL CARE AND SOCIAL SERVICES. BUT THE LAUNDRY ADDS A SPECIAL LEVEL OF CARE. SO DOES DONNA. >>THESE ARE WORK CLOTHES SO I REALLY LIKE TO GET THESE LOOKI NICE AS POSSIBLE. JIM: RETIRED, DONNA’S BEEN VOLUNTEERING AS THE LAUNDRY LADY FOR 3 YEARS NOW. SHE HAS A BAD BACK, SO HEAVY LOADS ARE SCOOTED AROUND ON A ROLLING CHAIR. THAT AND THE TIGHT WORK SPACE DON’T DETER DONNA. >> EVERYTHING HAS TO BE PRECISE. JIM: VERSUS ON PURPOSE. THE ITEMS CYCLING THROUGH THE 3 WASHERS AND DRYERS ARE OFTEN WORK CLOTHES OR ONES THAT WILL BE WORN ON JOB INTERVIEWS. AND FOR DONNA, THERE’S REAL MEANING IN FINISHING AND FOLDING EACH LOAD >> IT’S SOOTHING AND . THERAPEUTIC IT JUST GIVES ME TIME TO,I KNOW THE PERSON THAT I’M DOING THIS LAUNDRY FOR A JUST TO KIND OF THINK ABOUT THEM AND THEIR LIFE AND JUST PRAY THAT IT GETS BETTER. JIM: THAT’S WHY DONNA KRAFT AND THE SAMARITAN RESOURCE CENTER ARE THE WESH 2 COMMUNITY CHAMPIONS OF THE WEEK. MICHELLE: THE SAMARITAN RESOURCE CENTER IS OPEN MORNINGS MONDAY THROUGH THURSDAY AND THEY’RE ALWAYS IN NEED OF VOLUNTEERS, LIKE DONNA YOU CAN HELP OUT TOO. WE WANT TO HEAR ABOUT THE PEOPLE YOU CONSIDER COMMUNITY CHAMPIONS HERE IN CENTRAL FLORIDA. NOMINATE THEM TO BE A WESH 2 COMMUNITY CHAMPION OF THE WEEK BY LOGGING ON TO WESH.COM. THE LINK IS ON THE HOMEP",https://www.wesh.com/article/central-florida-woman-spends-spare-time-doing-laundry-for-the-homeless/27285738,2019-04-26T15:27:00Z,WESH-TV,Florida Woman,"1021 Wymore Rd, Winter Park, FL 32789, USA",FL,32789
99,172,Florida woman finds large gator knocking at her front door,"- A Florida woman came home to an unwanted guest at her front door.

Donna Heiss tells one station that as she pulled into her garage on Thursday, her neighbors yelled for her to get inside. Once inside, she looked out the glass front door and saw a large alligator looking back at her.

RELATED: Mating season means active alligators

The gator then stands up on its hind legs and peeks inside her home through the window like a Peeping Tom.

She says she was nervous that the gator ""was going to break the glass"" before the alligator trapper arrived. She took cellphone video of the gator pressing its nose against the glass and then walking around the house to find another way inside.

Continue reading below

The trapper estimated the gator at between 7 and 8 feet (2.1 and 2.4 meters).

With April comes the start of alligator mating season, meaning more gators are on the prowl in some unlikely places in Florida.

Palm Coast is in on Florida's Atlantic Coast.",http://www.fox13news.com/news/florida-news/florida-woman-finds-large-gator-knocking-at-her-front-door-1,2019-04-26T14:24:13Z,FOX 13 NEWS,Florida Woman,"3213 W Kennedy Blvd, Tampa, FL 33609, USA",FL,33609
100,174,"VIDEO: Pesky alligator knocks on Florida woman's door, peeks inside window","- A Flagler County woman got an unwanted visitor at her home in Palm Coast in the form of a 7-8 foot alliagator!

RELATED: Huge alligator takes a stroll on the streets of Fort Myers

Donna Heiss recorded videos of the pesky gator walking around her front porch at her home on Edward Drive in Palm Coast. The gator then stands up on its hind legs and peeks inside her home through the window like a Peeping Tom!

""It is so important that we are aware of what is outside before we open the door,"" Heiss wrote in a post on Facebook.

Heiss says the alligator was very aggressive. A trapper was called who estimated the gator to be about 7-8 feet long.

With April comes the start of alligator mating season, meaning more gators are on the prowl in some unlikely places in Florida.",http://www.fox35orlando.com/home/pesky-alligator-knocks-on-florida-woman-s-door,2019-04-26T11:49:15Z,FOX 35 ORLANDO,Florida Woman,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
117,198,Aggressive Gator Bangs On Florida Woman’s Glass Front Door,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/04/gator-at-door.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/04/gator-at-door.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/04/gator-at-door.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A woman found an uninvited guest at her front door and had to call for help to have it removed.",https://miami.cbslocal.com/2019/04/26/florida-woman-finds-large-gator-at-her-front-door/,2019-04-26T14:09:32Z,CBS Miami,Florida Woman,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
118,199,"Police: Florida woman pulled into oncoming traffic, shot at husband","GAINESVILLE, Fla. - Authorities say an angry 41-year-old Florida woman drove in front of her husband's car and fired several shots at him.

Alachua County Sheriff's officials say Kristy Lynn Phillips and her husband were arguing at home last week when he left in his truck. Authorities say she pulled into oncoming traffic to block his truck, pulled out a 9 mm handgun and fired several times. No one was injured.

According to an arrest report, Phillips was charged with aggravated assault with a deadly weapon and firing a weapon from a vehicle in the April 18 incident.

The Gainesville Sun reports Phillips told deputies she tried to see if the gun was loaded, and it jammed. She said she fired one or two shots before it jammed and she flung it out the window.

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/news/florida/alachua-county/police-wife-pulled-into-oncoming-traffic-shot-at-husband,2019-04-25T00:25:36Z,WJXT,Florida Woman,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
136,224,Florida woman accused of shooting gun at husband from moving vehicle,,http://mycbs4.com/news/local/florida-woman-accused-of-shooting-gun-at-husband-from-moving-vehicle,2019-04-24T17:42:14Z,WGFL,Florida Woman,"1703 NW 80th Blvd, Gainesville, FL 32606, USA",FL,32606
155,247,"Lab monkeys get second chance at life, thanks to Florida woman","- Kari Bagnall's Gainesville home has grown into a monkey paradise. The property has primates of all sorts, including marmosets, tamarins and capuchins.

""It's kind of like the rainforest out here, that they would live in naturally,"" she explained.

Kari's a mom of sorts to hundreds of rescued primates. Over half the monkeys at her Jungle Friends Primate Sanctuary were brought in from research labs. They were involved in everything from nicotine and cocaine studies to research on vocal cords and cognitive functions.

She says some arrived in rough shape. ""A lot of time when they are in a lab or by themselves, they go mad, they go crazy and they start pulling out their hair.”

Now she gives them the retirement she believes they deserve, a life with all the creature comforts.

Continue reading below

""We want to give them a monkey life and introduce them to other monkeys and do monkey things,” she said.

Twenty-six young squirrel monkeys are her latest arrivals. Kari calls them the FDA Boys. They were part of a Food and Drug Administration nicotine study. It was abruptly cancelled after four monkeys died.

""I was happy that whole study was stopped,"" she offered.

They're adjusting to a far different life at the sanctuary, one where they're being groomed to roam on their own. ""They are still in their lab cages now because we are building for them. We roll them outside, so that they can get used to outside.""

Kari had an interior design career, but her goals shifted in 1992 after she adopted her first orphaned monkey, then another, then dozens more.

Now, her passion has grown to 20 employees and dozens of volunteers.

Some biomedical researchers argue ethically controlled studies on primates are still necessary. Still, primate labs at Harvard and the National Institutes of Health closed, either because of public uproar or alternatives to animal studies.

""Ultimately, I would like to see them out of research. I don't know that I'll see it in my lifetime, but that would be the best,” Kari continued.

Yet, the number of monkeys used in medical research jumped to an all-time high in 2018. ""Most are still being euthanized, but the trend is moving towards retirement, so we're really excited about that.”

LINK: If you'd like to donate or sponsor a monkey, you can go to www.junglefriends.org",http://www.fox13news.com/news/florida-news/jungle-friends-primate-sanctuary,2019-04-26T20:25:26Z,FOX 13 NEWS,Florida Woman,"3213 W Kennedy Blvd, Tampa, FL 33609, USA",FL,33609
157,249,Florida woman dies in two-car crash in Bradford County,,http://mycbs4.com/news/local/florida-woman-dies-in-two-car-crash-in-bradford-county,2019-04-23T16:42:24Z,WGFL,Florida Woman,"1703 NW 80th Blvd, Gainesville, FL 32606, USA",FL,32606
176,274,"Central Florida woman caused infant’s death by holding her under scalding hot water, police say","A Lakeland mother has been arrested and charged with manslaughter months after police said she held her 11-month-old daughter under scalding hot water. Pamela Black, 21, was arrested on Tuesday and charged with aggravated child abuse and aggravated manslaughter of a child. Officials with the Lakeland Police Department said that when Black gave her daughter a bath back in October the girl began whining and Black told investigators she noticed that the hot water was on and stated the child ""bumped it"". Black and her husband, who was also at the residence, stated they put aloe and baby powder on the child's burns, police said. A friend who was in the apartment drove the family to Lakeland Regional Health about an hour and a half hours after the injuries were sustained, police said.Due to the severity of the child’s injuries, third-degree burns to over 50% of her body, medical staff at Lakeland Regional Health ordered that she be transported by helicopter to Tampa General Hospital for more intensive care.The girl was pronounced dead at Tampa General Hospital on Nov. 6. Police said the medical examiner determined the child had a ""brain bleed"" and a burn pattern that suggested she was ""intentionally compressed inward.""Detectives said they obtained statements from medical professionals who claimed the burn patterns did not match Black’s account of what occurred.Police said the autopsy also revealed evidence to support that the child had been purposely shaken during the same time the burns were sustained.Black is being held without bond.

A Lakeland mother has been arrested and charged with manslaughter months after police said she held her 11-month-old daughter under scalding hot water.

Pamela Black, 21, was arrested on Tuesday and charged with aggravated child abuse and aggravated manslaughter of a child.

Advertisement

Officials with the Lakeland Police Department said that when Black gave her daughter a bath back in October the girl began whining and Black told investigators she noticed that the hot water was on and stated the child ""bumped it"".

Black and her husband, who was also at the residence, stated they put aloe and baby powder on the child's burns, police said.

A friend who was in the apartment drove the family to Lakeland Regional Health about an hour and a half hours after the injuries were sustained, police said.

Due to the severity of the child’s injuries, third-degree burns to over 50% of her body, medical staff at Lakeland Regional Health ordered that she be transported by helicopter to Tampa General Hospital for more intensive care.

The girl was pronounced dead at Tampa General Hospital on Nov. 6.

Police said the medical examiner determined the child had a ""brain bleed"" and a burn pattern that suggested she was ""intentionally compressed inward.""

Detectives said they obtained statements from medical professionals who claimed the burn patterns did not match Black’s account of what occurred.

Police said the autopsy also revealed evidence to support that the child had been purposely shaken during the same time the burns were sustained.

Black is being held without bond.

AlertMe",https://www.wesh.com/article/lakeland-woman-caused-infants-death-by-holding-her-under-scalding-hot-water-police-say/27282847,2019-04-26T11:49:00Z,WESH-TV,Florida Woman,"1021 Wymore Rd, Winter Park, FL 32789, USA",FL,32789
197,298,Knock knock: Gator shows up on Florida woman's doorstep,"Living in Florida means making peace with a few realities – namely, hurricanes, election controversies and, of course, surprising encounters with the native wildlife. It comes with the territory.

But a Palm Coast woman’s recent run-in with an alligator was especially startling because she didn’t have to go far. The unwanted visitor just showed up at her door and wouldn’t take no for an answer.

According to ClickOrlando.com, the episode happened Thursday afternoon as Donna Heiss was getting home. She heard her neighbors warning her to get inside, and it didn’t take her long to figure out why.

Heiss posted two video clips of the encounter on Facebook, saying what all of us would be thinking if we found ourselves in a similar situation: ""Not cool.""

The gator, which measured about seven to eight feet long, can be seen in the video wandering around the porch, knocking on the glass door and even peering through a window at one point.

For Heiss, it was an encounter that was too close for comfort. She told ClickOrlando she was worried that the gator’s knocking might actually shatter the glass. ""It frightened me so much,"" she said.

An animal trapper was called to handle the reptile.

The Florida Fish and Wildlife Conservation Commission said gators that are four feet long and believed to pose a threat are considered nuisances. If you see a nuisance gator, call 866-392-4286.

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/news/florida/knock-knock-gator-shows-up-on-florida-womans-doorstep,2019-04-26T17:08:23Z,WJXT,Florida Woman,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
371,571,Florida woman uses machete to save venomous coral snake from a cat,"CLOSE Michelle Redfern's first instinct when she saw a 2-foot coral snake slithering in her garage Wednesday morning was to grab a machete or start the rhyme. ""Red touches black, friend of Jack; Red touches yellow, kill a fellow ..."" Ginny Beagan, TCPALM

Michelle Redfern's first instinct when she saw a 2-foot-long coral snake slithering in her garage Wednesday morning was to grab a machete or start the rhyme. ""Red touches Black, Friend of Jack; Red touches Yellow, Kill a Fellow ...""

""Black on yellow, deadly fellow ... Oh God, it's an actual coral snake!,"" she thought.

Her husband was barefoot and wearing boxers in the garage at her home in Magnolia Park in Melbourne.

""I grabbed my boots and machete and assessed the situation, and then I used the machete to scoop it into the pitcher,"" she said.

Redfern, owner of the popular Kona Ice shaved ice food truck, says the only time she's seen a coral snake was at a zoo.

""I spent some time in Texas, and rattlesnakes are big and scary, but I know that coral snakes don't strike,"" she said.

She actually had a turn of heart and ended up rescuing and relocating the venomous snake.

Her husband, William Navarro II, helped out, too. ""He was my driver and cameraman,"" she joked.

""We actually saved it from a neighborhood cat the second time around,"" she said. ""At which point, we felt, for the sake of both animals, we'd handle the situation. We didn't want to kill the coral snake because, being a native Florida resident, this was the first time having the opportunity to come up close and personal with such a beautiful creature.""

More: Two bobcats seen wandering around Sanibel Lighthouse beach area, likely hunting rabbits

More: Bloodsucking worms in pythons are killing Florida snakes, study says

This particular coral snake, known as the eastern coral snake, is among the six most dangerous snakes in Florida, which has 44 species. While its bite is serious and should receive immediate medical attention, fatalities are rare. Coral snakes generally do not bite and if they do, it is often a dry bite or they inject a very low volume of venom.

It's quite rare to see one in a housing area.

""We believe that with a lot of debris being cleared from the Hibiscus Road recently, this snake may have been forced out of its natural habitat. Live and let live.""

Click here to download FLORIDA TODAY app on iTunes.

CLOSE The Sunshine State is home to 44 different types of snakes, but only six are considered dangerous. These have venomous bites that can harm humans, and should be avoided. Ginny Beagan, TCPALM

Contact Grossman at 321-242-3676 or hgrossman@floridatoday.com

Read or Share this story: https://www.pnj.com/story/news/2019/04/19/florida-woman-venomous-coral-snake-machete-melbourne-cat-saved/3518420002/",http://rssfeeds.pnj.com/~/600995818/0/pensacola/home~Florida-woman-uses-machete-to-save-venomous-coral-snake-from-a-cat/,2019-04-19T09:19:11Z,Pensacola News Journal,Florida Woman,"101 E Romana St, Pensacola, FL 32502, USA",FL,32502
372,572,Senior slugger: 65-year-old Florida woman hits burglar with bat,"""I took that bat and hit him upside the head, like 'pi-yah,' ""Gainey said, adding that the 5-foot-6, 300-pound man said, ""Ow!""

GAINESVILLE — When a Florida woman heard a noise and saw a man trying to break into her car early Sunday, she took matters into her own hands.

Clarese Gainey, 65, of Gainesville tells WGFL that she picked up her softball bat early Sunday, braced herself and eased open the door before hitting Antonio Mosley.

""I took that bat and hit him upside the head, like 'pi-yah,' ""Gainey said, adding that the 5-foot-6, 300-pound man said, ""Ow!""

Mosely ran to a nearby mobile home park, leaving behind his pants, shirt, and a sock, police said. A K-9 unit tracked him down, and Gainey said she easily identified him because of the knot on his head.

Gainey says she played softball in high school and can still swing a bat.

""He better be glad I didn't have a gun,"" Gainey said. ""Because I would have shot him.""

Mosely is being held in the Alachua County Jail on burglary and drug charges. A lawyer isn't listed on jail records.",https://www.newsherald.com/news/20190418/senior-slugger-65-year-old-woman-hits-burglar-with-bat?rssfeed=true,2019-04-18T11:50:00Z,Panama City News Herald,Florida Woman,"501 W 11th St, Panama City, FL 32401, USA",FL,32401
373,574,Deputies still searching for missing and pregnant Florida woman,"- Authorities in Alachua County are still searching a pregnant woman who went missing in February.

The Alachua County Sheriff's Office said that they are offering a reward of $8,000 for any information that leads to the arrest of anyone responsible for the disappearance of 23-year-old Jasmine Robinson.

Jasmine was about six to seven months pregnant when she was last seen by family members on February 18th, 2019. She is still considered missing and endangered. The search for her remains active. She is also expected to give birth soon.

“Detectives have and continue to gather significant technical and forensic evidence,” said Lieutenant Brett Rhodenizer, Public Information Officer for the Sheriff’s Office. “We also know that there is key information that only certain people can provide, and this unique reward opportunity just may encourage them to do the right thing for Jasmine and her child. We know she left her home in Archer with someone, and there is someone who knows who that is.”

Tips received through CrimeStoppers are anonymous. Please contact 352-372-STOP, the CrimeStoppers website, or use the P3TIPS application to submit a tip.

This is the first time that the Alachua County Sheriff's Office, in partnership with the Florida Sheriff’s Association Criminal Apprehension Assistance Program and CrimeStoppers, has been able to offer a reward in a local missing person's case. Reward funding is authorized for payment when the information provided to law enforcement leads to an arrest. Criminal activity also must have kept Jasmine from returning home for the reward money to be available.

This story was written out of Orlando, Florida.",http://www.fox35orlando.com/news/local-news/deputies-still-searching-for-missing-and-pregnant-florida-woman,2019-04-17T20:55:43Z,FOX 35 ORLANDO,Florida Woman,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
385,596,Florida woman infatuated with Columbine shooting has been found dead by FBI,"Florida woman infatuated with Columbine shooting has been found dead by FBI Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Video

A young Florida woman who traveled to Colorado and bought a shotgun for what authorities feared would be a Columbine-inspired attack just days ahead of the 20th anniversary was found dead Wednesday in an apparent suicide after a nearly 24-hour manhunt.

Jefferson County Sheriff Jeff Shrader said 18-year-old Sol Pais was discovered by the FBI with an apparent self-inflicted gunshot wound.

The manhunt had led to the closing of Denver-area schools as a precaution.

During the manhunt, the FBI said Pais was “infatuated” with Columbine and made threats ahead of Saturday’s anniversary of the attack that killed 13 people at Columbine High School in 1999. The FBI described her “extremely dangerous.”

The Miami Beach high school student flew to Colorado on Monday night and bought a pump-action shotgun and ammunition, authorities said.

“We deal with a lot of threats at Columbine,” John McDonald, executive director of security for the Jefferson County school system, said when the manhunt was over. “This one felt different. It was different. It certainly got our attention.”

Agents had focused the search around the base of Mount Evans, a popular recreational area about 60 miles southwest of Denver.

All classes and extracurricular activities for about a half-million students were canceled as a precaution, though sheriff’s spokesman Mike Taplin said the young woman’s threats were general and not specific to any school.

Authorities said Pais was last seen not far from Columbine — in the Jefferson County foothills outside Denver — in a black T-shirt, camouflage pants and black boots. Police were instructed to detain her for a mental health evaluation.

In Pais’ hometown of Surfside, Florida, Police Chief Julio Yero asked that the family be given “privacy and a little time to grieve.”

“This family contributed greatly to this investigation from the very onset. They provided valuable information that led us to Colorado and a lot of things that assisted in preventing maybe more loss of life,” he said.

Pais’ parents last saw her on Sunday and reported her missing to Florida authorities on Monday night, Surfside police said.

Because of the threats, Columbine and more than 20 other schools outside Denver locked their doors for nearly three hours Tuesday afternoon, and some canceled evening activities or moved them inside.

Adam Charni, a Miami Beach High School senior, said Pais dressed in black and kept mostly to herself. He said he was “baffled” to learn she was the person authorities in Colorado were searching for.

Two teenage gunmen attacked Columbine on April 20, 1999, killing 12 classmates and a teacher before taking their own lives.",http://www.wfla.com/news/florida/columbine-threat-by-florida-woman-with-pump-action-shotgun-shuts-denver-area-schools/1932461325,2019-04-17T17:56:05Z,WFLA,Florida Woman,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
386,597,"Florida Woman, 65, Slugs Half-Naked, 300-Pound Attacker With Baseball Bat","<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/04/antonio-mosely-mug-shot.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/04/antonio-mosely-mug-shot.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/04/antonio-mosely-mug-shot.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A 65-year-old Florida woman hit a home run against a half-naked intruder when she slugged him with a baseball bat after she says she spotted him trying to break into her car and then charged at her.",https://miami.cbslocal.com/2019/04/17/florida-woman-slugs-attacker-baseball-bat-gainesville/,2019-04-17T16:00:42Z,CBS Miami,Florida Woman,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
387,599,FBI presser on Florida woman infatuated with Columbine,,https://www.wfla.com/video/fbi-presser-on-florida-woman-infatuated-with-columbine_20190417111501/1932553394,2019-04-17T11:15:28Z,WFLA,Florida Woman,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
395,617,"Florida woman uses machete to save venomous coral snake, then saved it again from cat","CLOSE Michelle Redfern's first instinct when she saw a 2-foot coral snake slithering in her garage Wednesday morning was to grab a machete or start the rhyme. ""Red touches black, friend of Jack; Red touches yellow, kill a fellow ..."" Ginny Beagan, TCPALM

Michelle Redfern's first instinct when she saw a 2-foot-long coral snake slithering in her garage Wednesday morning was to grab a machete or start the rhyme. ""Red touches Black, Friend of Jack; Red touches Yellow, Kill a Fellow ...""

""Black on yellow, deadly fellow ... Oh God, it's an actual coral snake!,"" she thought.

Her husband was barefoot and wearing boxers in the garage at her home in Magnolia Park in Melbourne.

More: Python plan: New effort could use high-tech ways to eradicate snakes | Thumb up

""I grabbed my boots and machete and assessed the situation, and then I used the machete to scoop it into the pitcher,"" she said.

Redfern, owner of the popular Kona Ice shaved ice food truck, says the only time she's seen a coral snake was at a zoo.

""I spent some time in Texas, and rattlesnakes are big and scary, but I know that coral snakes don't strike,"" she said.

She actually had a turn of heart and ended up rescuing and relocating the venomous snake.

Her husband, William Navarro II, helped out, too. ""He was my driver and cameraman,"" she joked.

More: Florida's least wanted: 10 invasive animal species wrecking our native ecosystems

""We actually saved it from a neighborhood cat the second time around,"" she said. ""At which point, we felt, for the sake of both animals, we'd handle the situation. We didn't want to kill the coral snake because, being a native Florida resident, this was the first time having the opportunity to come up close and personal with such a beautiful creature.""

CLOSE The Sunshine State is home to 44 different types of snakes, but only six are considered dangerous. These have venomous bites that can harm humans, and should be avoided. Ginny Beagan, TCPALM

More: Bloodsucking worms in pythons are killing Florida snakes, study says

This particular coral snake, known as the eastern coral snake, is among the six most dangerous snakes in Florida, which has 44 species. While its bite is serious and should receive immediate medical attention, fatalities are rare. Coral snakes generally do not bite and if they do, it is often a dry bite or they inject a very low volume of venom.

It's quite rare to see one in a housing area.

""We believe that with a lot of debris being cleared from the Hibiscus Road recently, this snake may have been forced out of its natural habitat. Live and let live.""

Contact Grossman at 321-242-3676 or hgrossman@floridatoday.com

Want more Treasure Coast news coverage? If you're already a subscriber to TCPalm, thank you! If not, please subscribe and help keep coverage of the Treasure Coast's most important news coming.

Read or Share this story: https://www.tcpalm.com/story/news/local/florida/2019/04/19/venomous-coral-snake-spared-its-beauty-florida-woman-cat-saved/3517837002/",http://rssfeeds.tcpalm.com/~/600992410/0/treasurecoast/home~Florida-woman-uses-machete-to-save-venomous-coral-snake-then-saved-it-again-from-cat/,2019-04-19T06:46:20Z,TCPalm,Florida Woman,"1939 SE Federal Hwy, Stuart, FL 34994, USA",FL,34994
396,619,Florida woman accused of pointing gun at victim after she wouldn't turn right at red light,"The suspect was charged with two counts of aggravated assault.

BREVARD COUNTY, Fla. - A 51-year-old Cocoa woman is accused of pointing a gun at another woman after the victim would not turn right at a red light, according to an arrest report from the Brevard County Sheriff’s Office.

Penny Herndon was charged with two counts of aggravated assault.

On March 2, the victim was driving west on Highway 50 in Titusville and stopped at a red light.

The victim was going to merge onto Interstate 95, according to the arrest report.

The woman told investigators she saw a black van stop behind her.

The driver of the van started to honk the horn despite the light still being red, according to the report.

The arrest report shows the victim was unable to merge onto Interstate 95.

The light eventually turned green and both drivers moved onto the on-ramp of the interstate.

The driver of the black van followed closely behind the victim, according to the report.

Investigators said the victim told the sheriff’s office she changed lanes to allow the black van to pass her.

The black van passed her and changed lanes to get in front of her, according to the report.

The report shows the victim had to hit the brakes so she would not hit the van.

The victim said the driver of the van changed lanes to be parallel with her.

The sheriff’s office said the victim told investigators the suspect held a gun and pointed it at the victim’s car.

This caused the victim to hit her brakes and the van drove away.

The victim told investigators the gun looked like a semiautomatic type pistol with a silver or gray barrel and black handle grip.

The man sitting in the passenger seat confirmed her story to investigators.

The victim was able to give the sheriff’s office the license plate description.

The car was registered to Jerry True.

True told investigators his stepdaughter Penny Herndon was driving the van earlier.

Investigators later met with Herndon about the victim’s accusation.

Deputies said Herndon told investigators she was involved in a road rage incident, but she denied having a handgun or owning any guns.

She did tell investigators she owns a couple of pellet guns, according to the arrest report.

True told investigators his stepdaughter keeps a silver pellet gun in the van and uses it to chase raccoons away from her cats, according to the arrest report.

The victim was able to identify Herndon as the person who pointed the gun at her during a photo lineup.



Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/florida-woman-accused-of-pointing-gun-at-victim-after-she-wouldnt-turn-right-at-red-light,2019-04-17T22:42:48Z,WKMG,Florida Woman,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
397,623,South Florida woman accused of threatening Columbine students,"SURFSIDE, Fla. - Authorities said Tuesday they are looking for an 18-year-old Surfside woman suspected of making threats against Columbine High School, just days before the 20th anniversary of a mass shooting that killed 13 people.

The information prompted a lockdown at the high school and several others outside Denver. All students were safe, school officials said.

Sol Pais traveled to Colorado on Monday night and made threats against the schools, the Jefferson County Sheriff's Office and the FBI said. Officials didn't provide further details about the threats or say where she was from.

Neighbors in Surfside confirmed Pais lived in the area and attended Miami Beach High School. Authorities have not officially confirmed that she is a Surfside resident.

Officials with several law enforcement agencies were seen outside a home connected Pais Tuesday evening.

Pais was last seen in the foothills west of Denver, was considered armed and extremely dangerous and should not be approached.

The @FBIDenver & JCSO are asking for the public’s help regarding a potential credible threat. Last night Sol Pais traveled to Colorado & made threats. She is armed & considered to be extremely dangerous 1/3 pic.twitter.com/2x5iwddsMp — Jeffco Sheriff (@jeffcosheriffco) April 16, 2019

The doors were locked at Columbine and more than 20 other schools in the Denver area as the sheriff's office said it was investigating threats against schools related to an FBI investigation.

Students left classes on time, but after-school activities were canceled at Columbine in Littleton, Colorado.

Teenage gunmen attacked Columbine on April 20, 1999, killing 12 classmates and a teacher.

Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",https://www.local10.com/news/florida/miami-dade/south-florida-woman-accused-of-threatening-columbine-students,2019-04-16T23:30:57Z,WPLG,Florida Woman,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA",FL,33023
398,624,GBI identifies body found in McIntosh County as Florida woman,"Artist sketch of woman found in Darien River near US 17 in McIntosh County

MCINTOSH COUNTY, Ga. - Georgia investigators have identified a body found earlier this month in McIntosh County as that of a Florida woman.

The body of Sammeka Barriner, 29, of Broward County, was discovered April 3 in the Darien River, according to the Georgia Bureau of Investigation.

The agency said investigators are currently working with the Broward County Sheriff's Office in the hopes of finding out what led up to Barriner's death.

An autopsy must be performed to determine the woman's cause and manner of death.

Anyone with information about this case is asked to call the Georgia Bureau of Investigation at 912-729-6198.

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/news/georgia/gbi-identifies-body-found-in-mcintosh-county-as-florida-woman,2019-04-16T19:00:51Z,WJXT,Florida Woman,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
