,Title,Summary,Link,Time,Source,Category,Address,State,Zip
934,"Texas man unearths human femur bone nearly 800 years old, officials say","0 Texas man unearths human femur bone nearly 800 years old, officials say

PARKER COUNTY, Texas -

A Texas man discovered a human femur bone that is believed to be nearly 800 years old, the Fort Worth Star-Telegram reported.

>> Read more trending news

Parker County resident Scott Fuller was fishing along the Brazos River on March 22 when he saw the bone floating about a foot from shore, according to WFAA.

""I'm still wrapping my mind around it,"" Fuller told the television station. ""I thought this could be a drowning, this could be a murder mystery.”

It was neither. The bone was identified and tested by a forensic anthropologist, Bryan Wright, an investigator in Parker County, told the Weatherford Democrat.

“She realized that the bone was probably ancient and took a sample to a lab in Florida, and they did a carbon-14 dating on it and it came back to be about 800 years old,” Wright told the newspaper.

The bone belonged to someone who died between 1286 and 1398, the forensic anthropologist said.

“The carbon-14 date shows the bone to be from 1286 to 1398 A.D. with a 95.4 percent accuracy,” Wright told the Democrat. “So the Indian that that bone belonged to was here before (Christopher) Columbus discovered North America. It was 200 years before that, even.”

Parker County Sheriff Larry Fowler told the newspaper the bone likely belonged to a Caddo Indian.

Now, Fuller is wondering who the person was.

""Just every thought goes through my mind,"" Fuller told WFAA. ""I would just love to hear from them. I'd love to talk to them and learn more.”

© 2019 Cox Media Group.",https://www.actionnewsjax.com/news/trending-now/texas-man-unearths-human-femur-bone-nearly-700-years-old-officials-say/947306640,2019-05-07T19:45:18Z,WJAX,Florida Man,"11700 Central Pkwy #2, Jacksonville, FL 32224, USA",FL,32224
937,Brother of teen faces charge for driving him to Miami-Dade school to confront student,"<p>The adult brother of one of three teenagers who were stabbed Monday afternoon after going to Felix Varela Senior High School in The Hammocks to confront a student was arrested Tuesday for driving the teens to the school, Miami-Dade County Public Schools spokeswoman Jaquelyn Calzadilla said.</p>

<p>Calzadilla said the man, identified as Matthew Moya, is charged with contributing to the delinquency of minors.</p>

<p>According to Calzadilla, three teenage boys approached a 15-year-old Felix Varela student who was sitting in his car around 2:30 p.m. Monday near the school in the 15200 block of Southwest 96th Street.</p>

<p>A fight ensued and the Felix Varela student pulled out a knife and stabbed the other teens just as students and staffers were leaving the campus for the day, Calzadilla said. </p>

<p>""Following a thorough investigation involving interviews with witnesses and involved parties, it was determined that the hospitalized victims were the main aggressors,"" Calzadilla said.</p>

<p>She said all four teenagers will face charges. The teens who were stabbed will be charged with burglary and battery while the Felix Varela student will be charged with possession of a weapon on school grounds.</p>

<p>The teenagers enrolled in Miami-Dade schools will also be disciplined according to the code of student conduct.</p>

<p>Two of the victims attend another public school in Miami-Dade County while the third boy no longer attends public school in the county, Calzadilla said.</p>

<p>Paramedics transported one victim to Kendall Regional Medical Center's trauma center and the others to another local hospital, where they were listed in stable condition.</p>

<p>Extra police officers were assigned to the school Tuesday as a precaution.<br />
 </p>",https://www.local10.com/news/florida/miami-dade/brother-of-teen-faces-charge-for-driving-him-to-miami-dade-school-to-confront-student,2019-05-07T16:59:39Z,WPLG,Florida Man,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA",FL,33023
938,Clermont man on trial in hit-and-run death,"TAVARES — When Aaron Zacharias was struck by a hit-and-run driver on Dec. 6, 2015, he suffered injuries as severe as if he had fallen from a four-story building, a pathologist testified Tuesday.

“It was significant force,” said Dr. Wendy Lavezzi, deputy chief medical examiner for the 5th Judicial Circuit, which includes Lake County.

Lavezzi said Zacharias' spinal column was “transected” and his brain stem was torn in two. He had a broken femur, hemorrhages to the head and abrasions, she said. The prosecutor also had her hold up the victim’s clothing so the jury could see what he had been wearing.

“He wouldn’t have been able to get up and walk around?” asked Assistant State Attorney Jason Nimeth.

“No,” she replied.

David J. Sheets, 52, of Clermont, faces charges of failing to stop for a crash involving death, a first-degree felony, and leaving the scene of an accident with property damage, a second-degree misdemeanor.

He told Florida Highway Patrol troopers that he thought he might have hit a deer or “zoned out” and hit a mailbox at 11 p.m. while traveling south on Lakeshore Drive. He said he stopped and went back to the area but could not see anything, according to the investigative report.

FHP investigators concluded that 26-year-old Zacharias was crossing Lakeshore near Preston Cove Road when he was struck by a vehicle. FHP found pieces of Bondo, a material used to repair dents in vehicles. They also found the pedestrian’s flashlight, which was turned on, a cellphone and other items.

Investigators concluded the collision vaulted Zacharias 55 feet from the point of collision and his right shoe more than 73 feet.

Two days after the crash, Lake County Sheriff’s Deputy Bret Rutzebeck called FHP and said his friend, Sheets, called him and told him he had read a news account of Zacharias’ death.

Sheets met the deputy and a trooper in his driveway and said, “I believe this is the vehicle the Florida Highway Patrol is looking for.”

The trooper noticed the dented area in the black 1968 pickup truck where the Bondo had been knocked loose, and other damage.

Sheets said he drank two or three beers that afternoon — about five hours before the crash. He said he had driven to a storage unit in the minutes leading up to the accident.

Circuit Judge Heidi Davis is presiding over the trial.",https://www.dailycommercial.com/news/20190507/clermont-man-on-trial-in-hit-and-run-death?rssfeed=true,2019-05-07T16:20:00Z,Daily Commercial,Florida Man,"212 E Main St, Leesburg, FL 34748, USA",FL,34748
939,Men face felony murder charges in fatal shooting outside McDonald's,"ORANGE COUNTY, Fla. - Two men have been arrested in connection with a shooting outside a McDonald's last month that left a man dead and a woman injured, according to the Orange County Sheriff's Office.

Deputies announced Tuesday morning the arrests of Shaddrick Wright, 20, and Deon Justice, 19, on first-degree felony murder charges.

The shooting happened April 25 at 12:14 a.m.outside the fast-food restaurant on North Pine Hills Road.

The victim, 19-year-old Jamario Dixon, and his brother went to the McDonald's to sell a gun to Justice, documents show. Justice and Wright both shot at the vehicle Dixon was in, hitting him in the shoulder, according to the report.

Deputies said surveillance video showed Justice and Wright running away after the shooting. At least nine shots were fired, the report said.

Dixon's brother drove him to Orlando Regional Medical Center, where he was pronounced dead.

Wright's 19-year-old girlfriend, who was driving the Volkswagen Jetta in which the two suspects arrived, was also shot in the back of the head during the shooting, records show.

Deputies said Wright moved her from the driver's seat to the passenger's seat then drove her to his mother's house and his mother drove her to ORMC. The story Wright provided deputies did not match with the surveillance video and forensic evidence recovered from the scene, the report said.

Both men are being held at the Orange County Jail without bond.

Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/men-face-felony-murder-charges-in-fatal-shooting-outside-mcdonalds,2019-05-07T15:32:03Z,WKMG,Florida Man,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
941,Record tiger shark caught near Marco Island,"Mark Stock landed what he said is a record class tiger shark on April 25 while fishing off Marco Island with charter Captain Ben Olsen. The creature measured 14 ½ feet.

The current state record is a 1,065-pound tiger shark measured at 12 ½ feet and caught out of Pensacola waters in 1981. Stock’s shark was estimated to weigh more than 1,100 pounds, but its exact weight will never be known as it was immediately released.

Mark Stock admiring his catch as Paul Hartman positions it to cut the hook and release. (Photo: Photo provided)

More: Texas man recovering after shark bite in Boca Grande Pass

More: Caught on video: Tiger shark eats grouper off the coast of Port Charlotte

Olsen said he’s caught tiger sharks exceeding 12 feet but “this shark was truly special, and our number-one priority was to get her released in good shape, as quickly as possible.”

Beth Deacy, a biologist with NOAA Fisheries Panama City Lab and head of its shark-tagging program, told Stock that based on this shark’s length in comparison with similar sized tigers, she would most likely put its age between 15 and 20 years.

More: New shark regulations expected to further protect Florida's shrinking population

More: Naples diver swims with whale shark

Read or Share this story: https://www.naplesnews.com/story/news/local/2019/05/07/record-tiger-shark-caught-near-marco-island/1130535001/",http://rssfeeds.pnj.com/~/601705094/0/pensacola/home~Record-tiger-shark-caught-near-Marco-Island/,2019-05-07T13:57:04Z,Pensacola News Journal,Florida Man,"101 E Romana St, Pensacola, FL 32502, USA",FL,32502
942,Jacksonville man who was sentenced to life in prison is now free,"<p>A Jacksonville man who was sentenced to life in prison received another chance at freedom thanks to State Attorney Melissa Nelson. </p><p>In 2012, Sam Hughlon was 35 years old and already considered a habitual felony offender after a Duval County judge sentenced him to life in prison for armed robbery. Hughlon served seven years of that life sentence and managed to get his conviction amended, which led to his freedom. </p><p>""It's hard to explain the way that life sentence feels. I lay in that bed at night facing that wall, tears in my eyes, thinking, 'I'm going to actually die in here for something I didn't do,'"" Hughlon told News4Jax on Monday.</p><p>Police said Hughlon robbed a woman at gunpoint at a North Jacksonville home in 2012. Hughlon was living there at the time of the incident. </p><p>""I explained to them that I didn't do the armed robbery,"" Hughlon said. ""If they actually investigated the things I told them to investigate, they would see that I'm actually innocent.""</p><p>Police didn't buy his explanation of events and Hughlon, who was already a convicted felon, found himself back in the criminal justice system. The case went to trial and he lost. The judge sentenced him to life in prison.</p><p>""They said (the reasoning was) because I was a habitual offender,"" Hughlon explained. </p><p>While in prison, Hughlon fought to have his case appealed.</p><p>""After I lost the trial, my attorney was able to get the evidence that I was asking her to get from the get-go that the judge wouldn't let me get,"" he said. ""So I had that evidence.""</p><p>That evidence included phone records, depositions and inconsistent statements from the accuser.</p><p>Hughlon filed an appeal to his conviction based on the evidence that he said was not present during his trial. He even wrote letters to Nelson. A judge finally granted him an evidentiary hearing, which led to prosecutors offering him a plea deal to a lesser charge. </p><p>""The state came to me and said, 'Look, we prefer not to have an evidentiary hearing. We prefer to not pursue this any further if you're willing to go ahead and accept an offer,'"" Hughlon said.</p><p>He said the state offered to reduce the armed robbery charge to simple robbery, which is a far lesser felony that would have put him behind bars for only eight years. He accepted the post-conviction plea deal and was given credit for already serving seven years. On Tuesday, he was released from prison.</p><p>Although Hughlon was freed from a life sentence in prison, he's still considered a convicted felon in the 2012 armed robbery case. News4Jax asked Hughlon why he would accept a lower charge if he didn't do it.</p><p>""Any sane person with a life sentence would do what I did,"" he replied. ""I got another chance to be free again.""</p><p>But freedom isn't actually free. Had it not been for a relative who allows him to live with her until he can get back on his feet, Hughlon would be on the streets because he had no other place to live after he was released. Now, he's starting over with nothing and hoping the public will help him by donating to the Helping Hands for Simple Demands group, which aims to help people get back on their feet. </p><p>Given his criminal past, Hughlon said he realizes he can't afford to make any mistakes from here on out. He hopes young people will learn from his experience. </p><p>""A life sentence is no joke. It hurts,"" Hughlon said. ""You don't think about it when you're out here. You don't think about the consequences and all that.""</p>",https://www.news4jax.com/news/local/jacksonville/jacksonville-man-who-was-sentenced-to-life-in-prison-is-now-free,2019-05-07T02:54:31Z,WJXT,Florida Man,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
943,Emotional 911 calls released in shootout that killed 7-year-old girl,"JACKSONVILLE, Fla. - The State Attorney's Office on Monday released audio of 911 calls made moments after a shootout that killed a 7-year-old girl in August.

Heidy Rivas Villanueva was caught in the crossfire that unfolded in the parking lot of a Westside strip mall after a botched robbery, according to the Jacksonville Sheriff’s Office. Heidy was shot in the head and did not survive.

Editor's Note: This story contains graphic details that some may find upsetting.

People nearby called 911 for help. One caller said they saw her father carrying the girl's body and screaming.

""Lord have mercy. I'm on 103rd (Street). I just heard some gunshots in the parking lot. I don't know what happened. But I saw this man go in the car, it look like he grabbed his child. They're gonna have to send the police out here,"" one 911 caller can be heard saying.

Later in that call, a 911 operator asks, ""Do you know if that child was shot?""

""It seemed like it. He was just holding her. She seemed lifeless. He was holding her and just running and screaming, running and screaming,"" the caller replies.

Another person also called 911 to report the shooting on 103rd Street.

Operator: ""You said someone's been shot?""

Caller: ""Yeah. There's a kid that's been shot. There was a shooting.""

Police said Trevonte Phoenix and Abrion Price had arranged a gun sale near the strip mall, but had actually planned to rob the buyer. They ended up trading gunfire with Stanley Harris, a friend of the buyer, police said.

Investigators said a bullet from Harris' gun struck Heidy, killing her. Because police said Phoenix and Price were committing a crime when Heidy was killed, they were each charged with felony murder, under Florida law. Harris is charged with third-degree murder.

Phoenix pleaded guilty to second-degree murder last month. Before that, a fourth man, Edward Garcia, who was charged as a getaway driver, pleaded guilty to being an accessory after the fact to a first-degree felony. Both are awaiting sentencing.

Price and Harris have pleaded not guilty to their charges. They are awaiting trial.

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/news/local/jacksonville/emotional-911-calls-released-in-shootout-that-killed-7-year-old-girl,2019-05-07T00:57:53Z,WJXT,Florida Man,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
944,Bay area man talks about secrets to running a successful business,"Bay area man talks about secrets to running a successful business Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.

TAMPA (WFLA) - In the world of fast food, there are a lot of players. But Chick-fil-A is a restaurant on a roll.

Gus Mir is a man who got in on the ground level. He opened his first Chick-fil-A restaurant at 22 years old in Pinellas County.

Mir would go on to open another restaurant years later. Little did he know that Chick-fil-A would explode in popularity.

""Well, we've experienced really unprecedented growth for our company,"" he said. ""The cornerstones are just a great restaurant experience, great quality, served by great people.""

Chick-fil-A could become the 3rd largest fast food chain in America in sales within the year, according to several reports.

So, as you can imagine, many want a piece of the action.

And while the cost to become a franchisee isn't too excessive, there is something that may stand in the way of someone opening one of the coveted locations.

""It's very competitive. Sometimes it's harder to get into the C.F.A (Chick-fil-A), than the C.I.A because of their selection standards,"" he said.

But once a new location goes up, look out. These restaurants operate at an intense level of speed to help meet the demand of hungry customers.

""We're serving about 140 guests in the drive-through in one of our peak hours,"" he told us. ""That's a car at the window every 24 seconds.""",https://www.wfla.com/8-on-your-side/bay-area-man-talks-about-secrets-to-running-a-successful-business/1984131808,2019-05-06T22:16:45Z,WFLA,Florida Man,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
945,"Former Ormond Beach officer tried to hide drugs in pants after crash, deputies say","PALM COAST, Fla. - A Florida man who identified himself as a former police officer after being involved in a crash is facing charges of driving under the influence and possession of marijuana, according to the Flagler County Sheriff's Office.

Deputies said they were called to the intersection of U.S. 1 South and Seminole Woods Boulevard in Palm Coast Sunday afternoon after a crash with injuries was reported.

When deputies arrived, they found Brenton Hodge, 55, in the driver's seat of a blue Nissan Altima, which had damage to its rear end, according to a report from the Sheriff's Office. A silver Mercedes was found nearby with damage to its front end, the report said.

[RELATED: Ex-cop returns to prison after impersonating girl online again | Man accused of impersonating a Florida officer tells deputy his name is 'Good Citizen']

A deputy at the scene approached Hodge and found him messing with a cooler in the floorboard of the car, according to the report. The deputy said Hodge smelled of alcohol and was slurring his words.

When the deputy asked Hodge what was in the cooler, Hodge replied, ""Nothing,"" according to body camera video from the crash scene.

“Where were you drinking at? “This car reeks of booze, man,” the deputy said.

When the deputy asked why, Hodge said it was because he was taking his trash out earlier and it had a lot of beer cans in it that leaked onto his seat, the video showed.

When the deputy continued asking about the crash and why Hodge's vehicle smelled like alcohol, Hodge told the deputy he was drinking earlier in the day but was just sitting at the intersection with his blinker, waiting to make a U-turn, when the driver of the Mercedes hit the back of his vehicle.

A witness at the scene said it appeared that Hodge had his left blinker on and was trying to make a U-turn but was in the middle or right turning lane.

A short time later, Hodge identified himself as a retired Ormond Beach police officer, deputies said.

“I know where you’re going. I’m a retired cop.” Hodge told the deputy as he flashed what the Sheriff's Office said was a badge.

When getting out of the Altima, Hodge grabbed a bag of what deputies believed was marijuana and tried to shove it down his pants in front of them, the report said.

“Trying to shove weed down your pants? Are you kidding me?” the deputy said.

Multiple beer cans, including some that had been opened, were found in his vehicle, deputies said.

Hodge, whose airbags were deployed, then told deputies he wanted to go to the hospital, after initially telling one deputy he did not need medical attention, the video showed.

He was taken to Advent Health to be treated for his injuries before being booked into jail on charges of marijuana possession over 20 grams and driving under the influence, deputies said.

[MORE: Kissimmee police look for 3 suspects accused of posing as officers | More victims come forward after Deltona man arrested for impersonating an officer]

The driver of the other vehicle was also taken to the hospital to be treated for injuries, deputies said.

Flagler County Sheriff Rick Staly said regardless of Hodge's being a retired officer, he would still be held accountable for his actions.

""As a former law enforcement officer, he should be well aware of the dangers of drinking and driving. It is disappointing that he thought he could manipulate the situation by showing our deputies his retired badge and trying to [stuff] his drugs down his pants,"" Staly said. ""None of his tactics worked. If you drink and drive in Flagler County, you will go to jail. No exceptions, no excuses.""

Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/former-ormond-beach-officer-tried-to-hide-drugs-in-pants-after-crash-deputies-say,2019-05-06T19:56:58Z,WKMG,Florida Man,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
946,"Man accused of stalking Winter Park girl, threatening to kill her family","Man accused of stalking Winter Park girl, threatening to kill her family

Police in Winter Park have arrested a man they said stalked a 15-year-old girl and then threatened to kill her family. Robert Crumly is accused of following the girl Saturday and then repeatedly going to her house on Westchester Avenue on Sunday, officials with the Winter Park Police Department said. The girl said she didn’t know Crumly. According to police, the man tried to get inside the girl's house through a window and then threatened to kill her family. Police said the man ran away when the girl’s father grabbed a handgun. Crumly was arrested a few blocks away and faces charges of burglary and aggravated stalking of a minor.

Police in Winter Park have arrested a man they said stalked a 15-year-old girl and then threatened to kill her family.

Robert Crumly is accused of following the girl Saturday and then repeatedly going to her house on Westchester Avenue on Sunday, officials with the Winter Park Police Department said.

Advertisement Related Content 2 men stabbed at law firm in Winter Park, police say

The girl said she didn’t know Crumly.

According to police, the man tried to get inside the girl's house through a window and then threatened to kill her family.

Police said the man ran away when the girl’s father grabbed a handgun.

Crumly was arrested a few blocks away and faces charges of burglary and aggravated stalking of a minor.

AlertMe",https://www.wesh.com/article/man-accused-of-stalking-winter-park-girl-threatening-to-kill-her-family/27376685,2019-05-06T18:17:00Z,WESH-TV,Florida Man,"1021 Wymore Rd, Winter Park, FL 32789, USA",FL,32789
947,Deliberations begin in second jury trial for East Naples man accused of DUI manslaughter,"Kiereek Seymour Jr. appears at a hearing to confirm a date for his trial on charges of DUI and fleeing and eluding at the Collier County Courthouse on Tuesday, Jan. 12, 2016. (Photo: Dorothy Edwards/Naples Daily New)

Deliberations in the case of an East Naples man accused of impaired driving and killing a woman in a 2014 crash began at the Collier County Courthouse Monday.

Kiereek Seymour, 29, of East Naples, was charged with DUI manslaughter after an early morning crash at Lakewood and Davis boulevards in East Naples on May 19, 2014.

Sandra Marie Maddux, 54, of East Naples, died from injuries suffered in the crash.

Collier Circuit Judge Joseph Foster declared a mistrial in the case in February after a juror came out of the jury room during deliberations and indicated she was feeling uncomfortable.

Jurors began deliberations around 4:30 p.m. Monday after the new trial began on April 22.

More: DUI manslaughter case: Jury can't reach verdict; East Naples man to face new trial

The trial included conflicting assertions about whether Seymour was driving the Jaguar, who was at fault in the crash and whether Seymour's blood-alcohol content was above 0.08, the legal limit for driving.

Assistant State Attorney Mara Marzano began her closing argument by telling the jurors that Maddux lost her life because Seymour was driving impaired due to the alcohol and alprazolam he had in his system at the time of the crash.

While Defense Attorney Peter Adrien said the state had not proven beyond a reasonable doubt that Seymour was driving the vehicle, was actually impaired or was at fault in the crash that killed Maddux.

Witness testimony proved Seymour was driving the vehicle involved in the crash with Maddux, Marzano said.

Sandra Maddux was killed when the vehicle she was driving was hit by a car in May 2014. (Photo: Submitted)

""There was never anyone else there,” Marzano said. “There was never any possibility that anyone else got out of that car and ran away.”

Seymour was found by witnesses positioned on the passenger side of the vehicle after the crash and it’s not the defense’s burden to prove who, if it wasn’t Seymour, was driving the vehicle, Adrien said.

Evidence collected by officers from the Florida Highway Patrol showed that Seymour was speeding and driving at least 62 mph at the time of the crash, while Maddux was driving 18 mph, Marzano said.

More: 'Fighting experts' on tap in East Naples man's DUI manslaughter trial

Adrien told the jurors the investigation by Florida Highway Patrol officers was not done properly and the speeds of the vehicles involved in the crash changed in various versions of the crash report.

NEWSLETTERS Get the News Alerts newsletter delivered to your inbox We're sorry, but something went wrong Get alerted to the latest stories to stay on top of the news. Please try again soon, or contact Customer Service at 1-844-900-7105. Delivery: Varies Invalid email address Thank you! You're almost signed up for News Alerts Keep an eye out for an email to confirm your newsletter registration. More newsletters

Witness testimony also showed that Seymour had a yellow traffic signal and Maddux a red traffic signal, Adrien said.

In addition, Adrien said Maddux’s car had no lights on after the crash. Maddux could have been driving the dark vehicle at night with no lights, which could have contributed to the crash, he said.

However, Seymour’s slurred speech and medical records from the hospital after the crash prove he was impaired, Marzano told the jurors.

“Nowhere here does it say we have to prove he was falling down drunk,” Marzano said.

Seymour admitted to an emergency responder that he had a consumed one and a half beers before the crash and hospital staff recorded Seymour as clinically intoxicated and high, Marzano said.

The additive effect of alprazolam and alcohol impaired Seymour, Marzano said.

“I told you this was a complicated matter,” Marzano said. “I would suggest to you when you pare it down to what is real and not real you will find the defendant guilty.""

Adrien said none of the testing or evidence presented by the state proved that Seymour was over the 0.08 blood-alcohol level limit.

""The defendant is not guilty and this was a horrible accident,” Adrien said. “How could he be? He was following all the traffic rules.”

Even before February’s mistrial, Seymour had been in court before to face charges related to the crash that killed Maddux.

The state attorney's office refiled the DUI manslaughter charge in 2016 after then-Collier Circuit Judge Fred Hardt vacated an earlier plea agreement.

The negotiated plea agreement related to charges stemming from a Marco Island crash and charges from the crash involving Maddux. Hardt wrote that he had to vacate all sentences in the two cases.

More: Second jury trial begins for East Naples man accused of DUI in 2014 fatal crash

Read or Share this story: https://www.naplesnews.com/story/news/crime/2019/05/06/deliberations-begin-second-jury-trial-east-naples-man-accused-dui-manslaughter/1117946001/",http://rssfeeds.naplesnews.com/~/601675088/0/naples/home~Deliberations-begin-in-second-jury-trial-for-East-Naples-man-accused-of-DUI-manslaughter/,2019-05-06T17:17:20Z,Naples Daily News,Florida Man,"1100 Immokalee Rd, Naples, FL 34110, USA",FL,34110
948,Weeki Wachee man charged with homicide in flea market carjacking,"Weeki Wachee man charged with homicide in flea market carjacking Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Pasco Sheriff's Office [ + - ] Video

TAMPA (WFLA) - A Weeki Wachee man has been arrested after deputies say, Jose Morales, 35, carjacked and crashed a man's vehicle with him in the back seat killing him.

The Pasco County Sheriff's Office says the incident took place on April 27, 74-year-old Hermel Levesque, had been setting up a table at the St. Marks Church flea market.

Deputies say Morales walked up to Levesque's vehicle and got into the driver's seat with Levesque ending up in the back of the vehicle.

Morales than proceeded to lose control of the vehicle, after he left the roadway, collided with a palm tree and overturned.

Levesque died from head injuries sustained in the crash while Morales suffered critical injuries and has been charged with homicide.",https://www.wfla.com/news/pasco-county/weeki-wachee-man-charged-with-homicide-in-flea-market-carjacking/1983197585,2019-05-06T16:48:48Z,WFLA,Florida Man,"200 S Parker St, Tampa, FL 33606, USA",FL,33606
953,"Window-sticker arrest: Is it offensive? Sure, but obscene? Maybe not","""I think this falls under offensive speech, which is protected by the First Amendment,"" said First Amendment expert Clay Calvert.

A North Central Florida arrest has gained national attention, with most headlines tagging a pickup driver with an unyielding belief in the First Amendment as a “Florida man,” a colloquial term placed on eccentrics in the news.

Lake City's Dillon Shane Webb, 23, objected when a Columbia County sheriff’s deputy Sunday found a sticker on the back window of the man’s Chevy truck to be obscene and wouldn't alter it, even to get off the hook.

Columbia County Sheriff’s Deputy Travis English would later arrest Webb for possession of obscene material and resisting an officer, after he refused to take an “S” off the sticker to make the message road-worthy.

One University of Florida expert believes prosecutors will have a hard time proving English’s belief the sticker was obscene.

In white, block-style letters, the slightly off-centered message reads, “I EAT A**.”

Webb insisted that he has a First Amendment right to make the declaration.

Clay Calvert, a First Amendment expert and director of the Brechner First Amendment Project in the UF College of Journalism and Communications, said the sticker’s words may be offensive to some people, but in the opinion of the U.S. Supreme Court, there’s a difference between offensive and obscene speech.

“It’s a words-only case, which is extremely rare. I think this falls under offensive speech, which is protected by the First Amendment.”

In court, Calvert said prosecutors would have to prove the sticker obscene through the Miller test, a standard used by courts to define obscenity.

The three-part test comes from the 1973 Supreme Court's 5-4 ruling in Miller v. California in which the court ruled that obscene materials did not enjoy First Amendment protections.

The first step in the Miller test is to determine whether the average person, applying “contemporary community standards would find the work, taken as a whole, appeals to prurient interests.”

In layman's terms, the prosecutor would have to prove that an average Joe would find the words almost pornographic, to be hard-core sexual conduct and that it appealed to “shameful or morbid interests in sex,” Calvert said.

Calvert's skeptical that Webb's case would make it past the first test. He said prosecutors would have a hard time proving the average person wouldn’t understand the sticker was meant to be a joke.

“I don’t think anyone is going to find this appeals to shameful or morbid interest in sex. It’s a three-word statement that intends to be amusing,” he said. “It might be sophomoric and offensive but I don’t think it’s obscene … I think it’d be best to not prosecute it.”

Sgt. Murray Smith, spokesman for the Columbia County Sheriff’s Office, said the office stands behind the deputy’s decision to arrest Webb.

“Every deputy has discretion in certain areas,” Smith said. “Our deputy believed this was a violation of state statute.”

Webb was arrested under Florida Statute 847.011.2, which describes violators as someone “who knowingly has in his or her possession, custody, or control any obscene book, magazine, periodical, pamphlet, newspaper, comic book, story paper, written or printed story or article, writing, paper, card, picture, drawing, photograph, motion picture film, film, any stickers, decals, emblem or other device attached to a motor vehicle …”

Obscenity cases where there is no imagery attached are extremely rare, Calvert said. The sticker being just three words would make it an even tougher case to prove.

For historical context, Calvert reflected back to an early 1960s case in which comedian Lenny Bruce was convicted of giving obscene comedic performances and sentenced to four months in prison.

Things have changed since then, Calvert said.

Smith said he isn't sure if the case will make it through the judicial system but that’s not the Sheriff’s Office’s job.

“Our job is not to interpret the law,"" Smith said. ""It’s our job to establish whether there is probable cause to make an arrest and he did.”

English gave Webb the opportunity to appear in court on the obscenity charge in lieu of an arrest but he refused, according to Smith.

“If he refuses, then you really have no other option but to arrest him,” he said.

Webb's truck was turned over to his mother, though Smith said English wanted to have the truck towed. He didn't want the message on the road anymore.

“We called a tow truck because we did not want the sticker to corrupt the public morals again,"" Smith said.

The truck was put on the tow truck but eventually taken back down after Webb paid a fee, he wrote on his Facebook page.

A reporter asked Third Judicial Circuit prosecutor John Durrett if he was aware of the case and if State Attorney Jeff Siegmeister plans to prosecute the case.

Durett let out a laugh like he’d heard a good joke, before saying no decision has been made on that front.

“You hear me chuckling but everything has to go through the normal process,” he said, still chuckling. “I mean, it's making friggin’ national news. We have to look at everything.”

Webb told The Associated Press he plans to file a wrongful arrest lawsuit with the Sheriff's Office. Asked Wednesday afternoon if he still intends to, he replied: ""Maybe.""

His next court date is May 23. The sticker, he said, is still on his truck.",https://www.gainesville.com/news/20190508/window-sticker-arrest-is-it-offensive-sure-but-obscene-maybe-not?rssfeed=true,2019-05-08T16:17:13Z,Gainesville Sun,Florida Man,"2700 SW 13th St, Gainesville, FL 32608, USA",FL,32608
