Title,Summary,Link,Time,Source,Address
"Indiantown man jailed on molestation charge, also accused of battery on 5-year-old","Hermenegildo Salvador-Lopez (Photo: MARTIN COUNTY SHERIFF'S OFFICE)

INDIANTOWN — An Indiantown man is accused of sexually battering a 5-year-old girl multiple times and molesting a 13-year-old girl, sheriff's deputies said.

Hermenegildo Salvador-Lopez, 27, of the 14500 block of Southwest Martin Avenue in Indiantown, was charged Thursday with sexually battering the 5-year-old.

Salvador-Lopez was already in the Martin County Jail prior to Thursday's charge. He was arrested in April on a charge of lewd and lascivious molestation on a child younger than 16 from an incident that happened in October, deputies said.

Martin County sheriff's deputies said in April the girl, who is now 16, told deputies Salvador-Lopez had touched her inappropriately multiple times when she was younger.

More: Man jailed in two alleged violent cases, including home invasion, in St. Lucie County

""It's something that I have to live with,"" the girl told deputies when talking about what Salvador-Lopez had done.

The 16-year-old also told deputies the touching continued until she was 12. At that time, she kicked him and threatened to tell her mother.

The 16-year-old told deputies Salvador-Lopez told her no one would believe her and that God would blame her for letting this happen.

The other teen told deputies Salvador-Lopez touched her inappropriately and refused to stop when she asked him.

Salvador-Lopez remained in the Martin County Jail with a $550,500 bond.

Read or Share this story: https://www.tcpalm.com/story/news/crime/martin-county/2019/05/09/man-accused-molesting-girl-and-inappropriately-touching-another/1142840001/",http://rssfeeds.tcpalm.com/~/601780156/0/treasurecoast/home~Indiantown-man-jailed-on-molestation-charge-also-accused-of-battery-on-yearold/,2019-05-09T11:28:24Z,TCPalm,"1939 SE Federal Hwy, Stuart, FL 34994, USA"
Florida man Randy Herman Jr. gets life for slaying he blamed on sleepwalking,"Randy Herman Jr., 26, received a life sentence in the fatal stabbing of 21-year-old Brooke Preston on March 25, 2017.

WEST PALM BEACH — After about five hours of deliberations, a 12-person jury found Randy Herman Jr. guilty of first-degree murder Wednesday in the fatal stabbing of 21-year-old Brooke Preston in 2017, rejecting the defense that he was sleepwalking when he attacked her in suburban West Palm Beach.

After the verdict was read, both Preston's family and Herman's family teared up silently on opposite sides of the courtroom as Circuit Judge John Kastrenakes thanked the jury for its service of more than a week in the case. Before the judge sentenced Herman, 26, to the mandatory term of life in prison, Preston's sister, Jordan, spoke briefly before the court.

As she tried to stifle her tears, she explained nothing has been the same since her sister was killed. The sisters and Herman had know each other since they were teenagers and lived together for more than six months at the home where she was attacked. Jordan Preston was not in the residence at the time of the fatal stabbing.

""The last few years without her have been awful. Our lives are totally different,"" she said.

Outside the courtroom, Preston's father, John, walked surrounded by more than a dozen family members and friends who came down from Pennsylvania for the trial.

""There's no winners in this whole situation. Everybody's losers,"" he said.

Herman and his lawyers had argued he was sleepwalking when he stabbed Preston more than 20 times on the morning of March 25, 2017, and should be found not guilty by reason of insanity. Prosecutors told the jury Herman's actions were deliberate and not the product of an alleged sleepwalking episode.

Investigators said Preston had finished packing up and was ready to move to New York when Herman sent her a text message, asking her to pick up a shirt before she left to give to a friend. When Herman testified last week, he said he thought Preston had come back to the house that morning, he had given her a shirt, then they had hugged goodbye, she left and he went back to sleep.

“The next thing (I know), I’m standing over top of her and I have a knife in my hand, covered in blood,” Herman said. “I was confused. Scared. Didn’t know what to do. Didn’t know what happened.”

Herman then drove to a nearby park, called 911 and told them that even though he didn't remember what had happened, he said he must have been the one that killed Preston because no one else was home.

Over the course of the trial, which began with testimony April 30, the jury heard from Palm Beach County sheriff's detectives; Herman; Jordan Preston; Kyle McGregor, the man who last saw Preston alive; as well as from experts who testified both for against the sleepwalking defense.

In his closing arguments Tuesday, Assistant Public Defender Joseph Walsh said there was no logical answer to what happened. There was no motive, no history of violence and no issues between Herman and Preston.

“There is no other rational explanation for this killing other than this could have been sleepwalking,"" Walsh said.

Dr. Charles Patrick Ewing, a forensic psychologist, testified Monday that he was ""truly puzzled"" by the case until he learned of Herman's history of sleepwalking.

“That really made sense to me, because I really couldn’t make any other sense of the case,” Ewing said.

He said while sleepwalking is uncommon and sleepwalking homicides are even less likely, they do happen and Herman met the criteria: The person attacked was well-loved by the attacker, there appeared to be no motive in the case, Herman said he couldn't remember anything from the attack and he had a history of sleepwalking.

Herman's mother, Kathi Adams, testified that she had witnessed several episodes as Herman was a child, but Jordan Preston said in the years she had known him and lived with him, she never saw him sleepwalk.

On Tuesday, prosecutors had Dr. Wade C. Myers, a forensic psychiatrist, testify and say that there's no way Herman could have slept through the 20-plus stabs he inflicted on Preston because it was too complex of an action.

Instead, he suggested the motive in the killing may be sexually based, drawing from an alleged incident the night before the stabbing where Herman reportedly hid in Brooke Preston's closet naked after a day of drinking heavily. No one saw the alleged incident and it was only known because Preston reportedly told McGregor and asked to spend the night with him.

Preston's sister testified that there was no sexual or romantic interest between herself, her sister or Herman.

Over the years, there have been several high-profile murder cases where those accused have claimed sleepwalking as a defense for their actions and have had their juries rule both for and against them.

In 2015, Joseph Mitchell was found not guilty of strangling his 4-year-old son to death after his attorneys argued he was sleepwalking at the time of the attack in North Carolina. In 1999, an Arizona man was found guilty of first-degree murder in the death of his wife after he claimed he was sleepwalking when he stabbed her and then dragged her to the pool and held her head under water.

During his closing arguments Tuesday, Assistant State Attorney Reid Scott said Herman was not sleepwalking and that he knew what he was doing.

""This is skin, this is bone, this is muscle (he's stabbing,)"" he said. ""You're not going to sleepwalk through that.""",https://www.theledger.com/news/20190509/florida-man-randy-herman-jr-gets-life-for-slaying-he-blamed-on-sleepwalking?rssfeed=true,2019-05-09T10:00:53Z,The Ledger,"300 W Lime St, Lakeland, FL 33815, USA"
Swan City showcases City Beautiful through T-shirts,"ORLANDO, Fla. - Swan City is letting the world know there is more to Orlando than just theme parks and tourism.

The online apparel store features Orlando-inspired designs, showcasing some of the local hidden gems the City Beautiful has to offer. A Central Florida man is using his T-shirts as a creative way to display what Orlando really has to offer.

""I love this place. I don't think I'll ever leave now,"" Andrew Chang, founder of Swan City said.

But the 30-year-old didn’t always feel this way.

""Coming here, I thought this wasn't a big city. I thought this wasn't big enough for me. I didn't think there was enough things to do,"" Chang said.

In 2008, he moved from his hometown, Titusville, to go to school at the University of Central Florida. A year later, he met his husband.

Together, they started to venture out into hot spots in Orlando and realized all the things it has to offer -- away from the tourism.

""We started getting things like the soccer stadium and the performing arts center and a lot more growth and development in the downtown area,"" Chang said.

The entrepreneur said those changes in the city started to give Orlando a different identity -- one he wanted everyone to experience -- so he created Swan City.

The online apparel store is where he honors the City Beautiful through T-shirts with a touch of his humor. Some of the shirts depict a well-known building that can be see from a popular highway, one locals call part of Orlando’s landscape.

""If anyone recognizes the building, we know it in Orlando as the I-4 eyesore,” he said. “It's taken, I think, 17 years to get to where it's at.”

Also showcased is a popular pizza restaurant, Lazy Moon. It’s a staple of the UCF community.

""Going to UCF, this is a very popular place back then -- and now since then, they've moved to downtown so it will workout for Lazy Moon,” Chang said. “If anyone knows about Lazy Moon, the slice is about the size of your face.”.

The company also pays tribute to the city's sports teams. Featuring designs on candles and posters, too.

It's places like the Milk District in east Orlando, Pom Pom's Teahouse and Sandwicheria or the Lake Eola and Thornton Park neighborhoods that Chang hopes outsiders will learn to love just as much as he does.

“I want people to understand that we have culture, we have identity, we have food and we have space for everyone. That everyone can feel safe and feel welcomed,” Chang said.

“I wanted everyone else to realize that this place is their home and that they should be prideful of living in Orlando.""

Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/news/swan-city-showcase-city-beautiful-through-t-shirts,2019-05-09T09:01:20Z,WKMG,"4466 N John Young Pkwy, Orlando, FL 32804, USA"
"Child molester who faked suicide near Golden Gate Bridge found living in storage container in Florida, police say","A California man who faked his suicide near the Golden Gate Bridge in San Francisco to avoid prison for child sexual assault and pornography charges was arrested in Florida this week, authorities said.

Michael Manning, 58, of Chico, was in police custody in Monroe County, Fla., and awaiting extradition to California, the Chico Police Department said in a news release. In 2016, Manning pleaded no contest to oral copulation of a person under 14, possession of more than 600 images of child and youth pornography and two counts of solicitation of a minor to engage in the preparation of sexual images, police said.

He was supposed to be sentenced Oct. 6, 2016, but he never made it to court. A car rented in his name was found a day after the scheduled hearing by National Park Service officers near the Golden Gate Bridge, along with a suicide note. Manning's body was never found, which raised suspicions.

“Investigators began to monitor the behavior and patterns of a close associate of Manning and observed what appeared to be sophisticated counter-surveillance measures,” according to the news release.

CLICK HERE TO GET THE FOX NEWS APP

Last month, the U.S. Marshals Service received leads that Manning could be in Florida, the Chico Enterprise-Record reported. He was arrested by Monroe County Sheriff’s deputies, who found him living in a conex storage container. He identified himself as William Wallace Littlejohn and had a fake U.S. passport and U.S. Navy identification card.",https://www.foxnews.com/us/child-molester-who-faked-suicide-near-golden-gate-bridge-found-living-in-storage-container-in-florida,2019-05-09T04:30:07Z,Fox News,"1211 Avenue of the Americas New York, NY 10036"
Child Sex Assault Suspect Who Faked Golden Gate Bridge Suicide Arrested In Florida,"<img width=""150"" height=""84"" src=""https://cbssacramento.files.wordpress.com/2019/05/michael-manning-mug-shot-chico-police.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbssacramento.files.wordpress.com/2019/05/michael-manning-mug-shot-chico-police.jpg?w=150 150w, https://cbssacramento.files.wordpress.com/2019/05/michael-manning-mug-shot-chico-police.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A Chico man who police say faked his own suicide off the Golden Gate Bridge to avoid jail for child sexual assault and pornography charges has been arrested in Florida.",https://sacramento.cbslocal.com/2019/05/08/golden-gate-bridge-fake-suicide-arrest-florida/,2019-05-08T21:56:03Z,CBS Sacramento,"2713 Kovr Dr, West Sacramento, CA 95605, USA"
California child molester who faked death nabbed in Florida,"CHICO, Calif. (AP) - A Northern California man who police say faked his own suicide to avoid jail for child sexual assault and pornography has been arrested in Florida.

58-year-old Michael Manning, of Chico, California, was arrested in Monroe County, Florida.



Chico police say that Manning had a hearing scheduled on Oct. 6, 2016, to be sentenced on child sexual abuse, child pornography and other charges but he didn't show up.



Chico police say a suicide note in Manning's handwriting was found in a car he rented that was left near Golden Gate Bridge in San Francisco, but his body was not found.



Deputies in Florida arrested him May 3 after he identified himself with a fake U.S. passport and U.S. Navy identification card during a burglary investigation.



For live, local news, download the KRONon app. It lets you watch commercial-free the Bay Area's Local News Station on multiple streaming devices.

Click here to subscribe for a free 7-day trial

WHAT OTHERS ARE CLICKING ON:

>>MORE STORIES",http://www.kron4.com/news/california/california-child-molester-who-faked-death-nabbed-in-florida/1989977957,2019-05-08T20:58:50Z,KRON,"766 3rd Ave, San Francisco, CA 94118, USA"
Deputies identify man wanted for dragging dog behind truck in Florida,"- Investigators have identified a man wanted for dragging a dog behind his truck down a roadway in Spring Hill last week.

The Hernando County Sheriff's Office said they are looking for 58-year-old Gregory Tousignant, who has a warrant out for his arrest for a misdemeanor charge of animal cruelty.

The incident happened Wednesday, May 1, when witnesses saw a young pit bull mix being dragged behind the pickup truck by a piece of rope attached to his collar.

Witnesses told deputies it appeared that Tousignant was unaware the dog had jumped out of the bed of his truck. The dog had been tied to the truck's bumper and came free from the collar when the truck made a turn.

The sheriff's office said it is illegal to carry any pet in the bed of a truck that is not properly secured and prevented from jumping out of the moving vehicle.

The 1-year-old dog was brought to a Weeki Wachee animal clinic for treatment.

Because Tousignant is homeless, deputies are asking for the public's help to find him. Anyone with information on his whereabouts is asked to call the sheriff's office at 352-754-6830.",http://www.fox5dc.com/news/deputies-identify-man-wanted-for-dragging-dog-behind-truck-in-hernando-county,2019-05-08T20:42:03Z,FOX 5 DC,"5151 Wisconsin Ave NW, Washington, DC 20016, USA"
Man's dying wish is to find forever homes for 11 rescue dogs,"A Texas man who doesn’t have long to live has one last wish before he dies: to find loving forever homes for nearly a dozen dogs he’s taken in over the years.

Richard Ewers, 71, is living out his remaining days in hospice care since he was given a week to live after being diagnosed with cancer, according to San Antonio’s KSAT-TV.

Two years ago, Ewers began rescuing strays and other dogs that had been discarded by their owners, and taking care of them at his home, the television station reports.

Even before his diagnosis, Ewers couldn’t do it alone. So volunteers have pitched in by getting the dogs vaccinated, spayed and neutered, and helping to find them new homes.

Now that the 71-year-old is in hospice, Save Our Strays San Antonio has been visiting his home to make sure the dogs are well fed, watered and looked after in Ewers’ absence.

“There’s no one to give them attention and love. There is no running water. There is no electricity. The conditions are just not ideal,” volunteer Mary Oyler told KSAT.

Oyler said Ewers’ dying wish is to make sure each of the remaining 11 dogs is placed into a new home where they can get all the love and care they need to thrive.

“There's a lot of work involved,” Oyler said. “All they've ever known is Mr. Richard, so it's going to require a family that has a lot of patience.”

Anyone interested in adopting one of the dogs – whose names include Billie Sue, Fuzzy, Lady, Lucky, Sugar and Skipper, to name a few – can visit the Facebook page Helping Mr. Richard and his dogs.

“We are very sad by this, of course, and we want to make that last wish come true for him,” Oyler said.

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/news/mans-dying-wish-is-to-find-forever-homes-for-11-rescue-dogs,2019-05-08T17:49:57Z,WJXT,"4 Broadcast Pl, Jacksonville, FL 32207, USA"
Starbucks' past incidents of racial discrimination makes its way to Brandon,"MORE ABOUT THE LAWSUIT Man claims he was harassed by Starbucks employees in Brandon

TAMPA, Fla. - A new lawsuit has been filed against a Brandon Starbucks, citing racial discrimination, but it's not the first time the coffee giant has been in hot water.

Last year, two African-American men were arrested for tresspassing while waiting for a friend at a Starbucks in downtown Philadelphia, after an employee refused to allow him to use the restroom, saying it was for paying customers only.

Days later, another viral video surfaced showing an African-American man in the Los Angeles area trying to show that he was denied use of a Starbucks restroom while a white customer was allowed access.

The series of incidents prompted Starbucks to show its 175,000 employees a film about racial bias to lead into a full curriculum on the topic.

In May of 2018, more than 8,000 Starbucks locations, including more than 20 in Hillsborough County, closed for training on the subject of racial bias.

Starbucks later update it's policies, saying anyone could sit in its cafes or use its restrooms, even if they didn't buy anything.

Title VII of the Civil Rights Act of 1964 and Florida law protects anyone from discrimination based on virtually any personal factors:

""All persons are entitled to the full and equal enjoyment of the goods, services, facilities, privileges, advantages, and accommodations of any place of public accommodation without discrimination or segregation on the ground of race, color, national origin, sex, pregnancy, handicap, familial status, or religion.""

While most lawsuits pertaining to race discrimination stem from employment or racial bias in the workplace, Florida has had seven major lawsuits involving racial discrimnation in the laws ten years ranging from everything to stop-and-frisk situations in Miami to violating the rights of minority voters.

Section 2000a of the Civil Rights Act of 1964 prohibits discrimination on the basis of race by restaurants, hotels, theaters, gas stations, and in contracting.",https://www.wfla.com/news/hillsborough-county/starbucks-has-a-history-of-racial-discrimination-/1989140293,2019-05-08T17:48:24Z,WFLA,"200 S Parker St, Tampa, FL 33606, USA"
Police chasing vehicle in Orange County,"Watch live in the video player above. A man got out of a car after a high-speed chase and then hopped on a motorcycle and continued to flee from law enforcement. The chase began in Orange County moved into Brevard before ending up back in Orange County.

Watch live in the video player above.

A man got out of a car after a high-speed chase and then hopped on a motorcycle and continued to flee from law enforcement.

Advertisement

The chase began in Orange County moved into Brevard before ending up back in Orange County.

AlertMe",https://www.wesh.com/article/police-chasing-vehicle-in-central-florida/27406494,2019-05-08T15:34:00Z,WESH-TV,"1021 Wymore Rd, Winter Park, FL 32789, USA"
"Pensacola suspect in toddler 'torture' case has died, officials say","A Pensacola man accused of inflicting ""systematic torture"" on a toddler is deceased, according to officials.

Andrew Bennett Ross Celaius, 37, passed away in the hospital Tuesday afternoon, according to an Escambia County spokesperson. He was hospitalized May 1, the same day the Escambia County Sheriff's Office announced Celaius was charged with committing ""heinous"" acts of abuse against his girlfriend's 2-year-old daughter.

Celaius was in custody at Escambia County Jail at the time he was hospitalized. County officials, citing patient privacy laws, have declined to discuss what caused his hospitalization and his subsequent death.

Allegations of torture: In wolf mask and Batman PJs, Pensacola man tortured child for cameras, report says

Hospitalized: Pensacola man accused of 'torturing' toddler transported from jail to hospital

Andrew Bennett Ross Celaius (Photo: Courtesy of the Escambia County Jail)

Celaius was initially booked into Escambia County Jail April 9 on drug charges, but on May 1, the Escambia County Sheriff's Office announced Celaius was facing new charges related to child abuse.

His arrest report alleges that Celaius had routinely abused the child over a two months span by throwing objects at her as she slept, shooting her in the head repeatedly with a BB gun and jolting her with an electric dog collar. He allegedly recorded the device on home surveillance cameras and personal cell phones.

According to an arrest report, a forensic exam of the victim raised concerns that she may have been sexually abused as well.

Jail personnel moved Celaius into protective custody immediately after the press conference announcing his child abuse charges, but a few hours later he was transported to a local hospital. County officials said he remained in the hospital until his death Tuesday.

A county spokesperson said the incident was being investigated both internally by the county and externally by the Escambia County Sheriff's Office.

This is a developing story. More information will be provided as it becomes available.

Kevin Robinson can be reached at krobinson4@pnj.com or 850-435-8527.

Read or Share this story: https://www.pnj.com/story/news/2019/05/08/andrew-celaius-suspect-toddler-torture-case-has-died-officials-say/1142208001/",http://rssfeeds.pnj.com/~/601747834/0/pensacola/home~Pensacola-suspect-in-toddler-apostortureapos-case-has-died-officials-say/,2019-05-08T15:33:21Z,Pensacola News Journal,"101 E Romana St, Pensacola, FL 32502, USA"
Florida man arrested for refusing to remove vulgar bumper sticker: 'They're just words',"- A Florida man who was jailed after refusing to remove what authorities called an obscene sticker from his vehicle's window said Tuesday that he is fighting the charges and will defend his constitutional right to free speech.

Dillon Shane Webb, 23, was arrested Sunday and charged with misdemeanor counts of violating Florida's obscenity law and resisting an officer without violence, a Columbia County Sheriff's Office report said.

Webb told The Associated Press in a telephone interview that he plans to file a wrongful arrest lawsuit against the sheriff's office.

""I'm tired of police forces thinking they are above the Constitution, the Bill of Rights,"" Webb said.

A deputy stopped Webb in Lake City because of a vehicle sticker crudely describing a sexual appetite, the sheriff's report said. When told about the reason for the stop, Webb reportedly said, ""They're just words.""

Wedd said the deputy seemed angry from the start of the traffic stop.

""Like the whole time, he was just really rude,"" Webb told the AP. ""It just felt to me like his goal was to get me in jail.""

The deputy said he asked Webb how a parent of a small child would explain the meaning of the words, and Webb said that ""it would be up to the parent.""

Webb told the AP that he didn't imagine the sticker doing any serious damage to children.

""I've had parents drive by me with their kids taking pictures,"" Web said. ""They point and laugh and giggle, and they go on about their day.""

Webb said he had the sticker on his truck for less than a week before his traffic stop. He said he and several friends had all decided to get similar stickers as a group joke.

""I guess this cop just didn't find it funny, and he just thought he has to put me in jail,"" Webb said.

The deputy initially cited Webb for obscenity with a notice to appear in court, the report said. The deputy told Webb to alter the sticker to change the derogatory part, but Webb refused.

""I said I'm not removing any letters on my sticker because that's in violation of my First Amendment rights as a tax-paying citizen,"" Webb said.

The deputy then charged Webb with resisting and took him to jail. Webb was released several hours later on $2,500 bond.

Webb's vehicle had been towed when he was arrested. He said the sticker was still in place when he retrieved the vehicle.

The American Civil Liberties Union of Florida released a statement Tuesday questioning why the sheriff's office was wasting resources on such a traffic stop.

""Shouldn't police officers spend their time serving and protecting communities and not pulling Floridians over for speech that is already protected by the First Amendment?"" ACLU spokeswoman Casey Bruce-White said in a statement. ""Using the excuse that a child would see and ask questions about this particular bumper sticker is absurd.""

The sheriff's office told the AP that deputy had probable cause of a violation of criminal law and took action. ""If the law is faulty then the legislature can address that or if the law is unconstitutional then the judiciary will address it, Sgt. Murray Smith said, adding that the defendant will have his day in court.

Webb said he wasn't even aware of the state's obscenity law, but after reviewing it since his arrest, he said it needs to be changed. He acknowledged that his sticker could be considered vulgar by some, but the law doesn't really define what that is.

""What's vulgar to me might not be vulgar to somebody else,"" Webb said.

© 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",http://www.fox5dc.com/news/florida-man-arrested-for-refusing-to-remove-vulgar-sticker-they-re-just-words-,2019-05-08T13:49:30Z,FOX 5 DC,"5151 Wisconsin Ave NW, Washington, DC 20016, USA"
Florida Man Faces Obscenity Charges For 'I Eat A**' Window Sticker,"A Florida man facing obscenity charges for having an “I eat ass” window sticker on his pickup truck finds his arrest a little hard to swallow.

Dillon Shane Webb, 23, was arrested Sunday afternoon in Lake City after a Columbia County sheriff’s deputy saw the message on the rear window of the vehicle.

When the officer pulled Webb over, he claimed the sticker violated a Florida statute dealing with the possession and distribution of obscene material, according to the Lake City Reporter.

Webb disagreed, saying the message was “just words.”

That prompted the deputy to ask Webb how “a parent of a small child would explain the meaning of the words,” to which Webb replied that it would be “up to the parent,” according to a police report obtained by The Smoking Gun.

The deputy then gave Webb a notice to appear at the Columbia County Courthouse on May 23 and took a photo of the offending sticker as evidence.

But when the deputy asked Webb to remove one of the letters from the word “ass” so the statement on the sticker would “no longer be derogatory,” the suspect refused, citing his First Amendment rights, according to the report.

Webb was then charged with resisting and taken to jail, only to be released several hours later on $2,500 bond, according to The Associated Press.

The truck was towed, but Webb said the sticker was still in place when he retrieved the vehicle from the impound lot.

Webb now plans to file a wrongful arrest lawsuit against the sheriff’s office.

“I’m tired of police forces thinking they are above the Constitution, the Bill of Rights,” Webb told the AP, adding that he seriously doubted any kids would suffer as a result of seeing his raunchy window sticker.

“I’ve had parents drive by me with their kids taking pictures. They point and laugh and giggle, and they go on about their day,” he said.

Webb said he put the sticker on the truck less than a week before his arrest as a group joke with several other friends.

“I guess this cop just didn’t find it funny, and he just thought he has to put me in jail,” Webb said.

The American Civil Liberties Union of Florida released a statement Tuesday questioning the deputy’s sticker stop.

“Shouldn’t police officers spend their time serving and protecting communities and not pulling Floridians over for speech that is already protected by the First Amendment?” ACLU spokeswoman Casey Bruce-White said in a statement. “Using the excuse that a child would see and ask questions about this particular bumper sticker is absurd.”

Columbia County Sheriff’s Office spokesman Sgt. Murray Smith told the AP that the deputy had probable cause at the time of the arrest, and that if the law is faulty, it’s up to the Legislature to address it or the judiciary to declare it unconstitutional.

Webb conceded that some people might find his sticker vulgar, but that the existing law doesn’t provide a clear definition.",https://www.huffpost.com/entry/dillon-shane-webb-i-eat-ass-obscenity-arrest_n_5cd2f5c6e4b0e524a47e4024,2019-05-08T12:58:35Z,HuffPost,"770 Broadway, New York, NY 10003, USA"
Investigation underway after man found shot to death in Orlando park,"- Police are asking for the public's help in finding out what happened to a man who was found shot to death at an Orlando park Tuesday night.

Authorities say just after 9:00 p.m., they found a man dead in Lizzy Rogers Park in the Parramore area. Investigators spent hours collecting evidence to try and figure out what happened.

Right now, there is no known motive or suspects in this case.

Police are leaning on the community to come forward with any information they may have seen or heard. You can call Crimeline at 1-800-423-TIPS and have your call remain anonymous.

The victim has not been identified yet.",http://www.fox35orlando.com/home/investigation-underway-after-man-found-shot-to-death-in-orlando-park,2019-05-08T10:39:51Z,FOX 35 ORLANDO,"35 Skyline Dr, Lake Mary, FL 32746, USA"
Police locate man and baby involved in 'suspicious' pawn shop incident,"SARASOTA, Fla. (WFLA) – Sarasota police are investigating a ""suspicious incident"" involving a man, a pawn shop and a baby. The man and the baby have been located and are safe, police said.

According to a news release, the man walked into A&F Pawn Jewelry and Loan, 1155 North Washington Boulevard, with a baby in a car seat at about 5:15 p.m. and spoke to an employee.

Based on some of the statements the man had man, the employee became concerned for the child's safety and contacted police. The relationship between the child and the man was not immediately known.

Police later released surveillance video of the incident in hopes of identifying the man. They said there were no current reports of missing children in Sarasota and surrounding cities.

Shortly after midnight Wednesday, police said the man had been identified and the baby was located and is safe. An investigation is ongoing.

Further information was not immediately available.",http://www.wfla.com/news/sarasota-county/police-trying-to-identify-man-involved-in-suspicious-incident-with-baby-at-sarasota-pawn-shop/1987664710,2019-05-08T08:22:29Z,WFLA,"200 S Parker St, Tampa, FL 33606, USA"
Man shot multiple times rushed to treatment center by good Samaritan,"JACKSONVILLE, Fla. - A man was rushed to a treatment center by a good Samaritan who found the man shot multiple times Tuesday afternoon in the middle of a road, according to the Jacksonville Sheriff's Office.

Investigators were called to Lila Street at about 4 p.m. in reference to a person who was shot, according to Lt. John Gay. They learned the man was taken to a UF Health treatment center on Lem Turner Road by a good Samaritan.

According to Gay, the shooting occurred on Christobel Avenue in the Moncrief neighborhood. There was no description of the shooter.

After being taken to the treatment center, the man, who was not identified, was taken to an area hospital. His injuries were said to be serious but non life-threatening.

Copyright 2019 by WJXT News4Jax - All rights reserved.",https://www.news4jax.com/news/local/jacksonville/man-shot-multiple-times-rushed-to-hospital-by-good-samaritan,2019-05-07T22:21:53Z,WJXT,"4 Broadcast Pl, Jacksonville, FL 32207, USA"
Drunk Florida Man Crashes Riding Lawnmower Into Police Cruiser: Cops,"A Florida man is facing DUI charges after authorities say he was ""heavily intoxicated"" when he crashed a riding lawnmower into a police cruiser.

Gary Wayne Anderson, 68, was arrested Saturday night following the crash in Haines City, near Tampa, according to WFLA.

Police said the officer was inside a store when he heard a loud noise come from where his cruiser was parked. When he walked outside, he spotted Anderson on a lawnmower with an attached trailer and his cruiser's rear bumper was damaged.

Anderson couldn't complete field sobriety tests and the officer wrote in an arrest report that his demeanor ""ranged from laughing to aggressive."" He also claimed he had been poisoned by police, officials said.

Officers took Anderson to a nearby hospital where he gave a breathalyzer sample, which determined his blood-alcohol level was .241, more than three times the legal limit in Florida, the report said.

Anderson also had cocaine in his system, but accused police of putting it in his system, the report said. During his arrest Anderson was ""directing profane language and racial slurs at the officer,"" the report said.

Police said Anderson's driver's license has been suspended since March 1978, and he has two prior DUI convictions.

""I'm proud of the professional demeanor our officers showed when dealing with this heavily-intoxicated, belligerent offender,"" Haines City Police Chief Jim Elensky said in a statement. ""It's never a good idea to get behind the wheel drunk, even if that wheel is to a Craftsman, Massey Ferguson or John Deere.""

Anderson was being held on $3,000 bond Tuesday, jail records showed. Attorney information wasn't available.",http://www.nbcmiami.com/news/local/Drunk-Florida-Man-Crashes-Riding-Lawnmower-Into-Police-Cruiser-Cops-509593071.html,2019-05-07T13:42:45Z,NBC 6 South Florida,"325 N Pennsylvania Ave, Independence, KS 67301, USA"
